NFORM;nnper;nvj;IDPERV;origen;proposito;VF5;VF6;tiempoviaje;modoprincipal;etapas;VF9;INSE;INSE_RecF;EstratoGeografico;cuadras;codsegorigen;codsegproposito;wcal0
1338;4;1;13380401;1;5;12;12,1;10;0;1;1;14;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;311001;311001;91,27783058
1338;4;2;13380402;5;1;18,3;18,4;10;0;1;1;14;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;311001;311001;91,27783058
1338;5;1;13380501;1;5;12,5;13;10;0;1;1;14;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;311001;311001;91,27783058
1338;5;2;13380502;5;1;17;17,1;10;0;1;1;14;B-;Sauce, San Jacinto, Tala,  Santoral  y Otras;4;311001;311001;91,27783058
1339;1;1;13390101;1;2;6;7;60;13;2;1;51;A-;Ciudad del Plata, Libertad;5;1606221;120005;86,92412962
1339;1;2;13390102;2;1;15;16;60;13;2;1;51;A-;Ciudad del Plata, Libertad;5;120005;1606221;86,92412962
1339;2;1;13390201;1;2;8,3;9;30;8;1;1;51;A-;Ciudad del Plata, Libertad; ;1606221;1606001;86,92412962
1339;2;2;13390202;2;1;16;16,2;20;8;1;1;51;A-;Ciudad del Plata, Libertad; ;1606001;1606221;86,92412962
1340;1;1;13400101;1;2;7,3;7,35;5;8;1;1;37;M;Ciudad del Plata, Libertad; ;1606112;1606016;86,92412962
1340;1;2;13400102;2;1;15,3;15,35;5;8;1;1;37;M;Ciudad del Plata, Libertad; ;1606016;1606112;86,92412962
1340;2;1;13400201;1;2;15,15;15,55;40;7;1;1;37;M;Ciudad del Plata, Libertad; ;1606112;1606115;86,92412962
1340;2;2;13400202;2;1;25,55;26,4;45;7;1;1;37;M;Ciudad del Plata, Libertad; ;1606115;1606112;86,92412962
1342;3;1;13420301;1;2;4,45;7;135;13;2;1;35;M-;Ciudad del Plata, Libertad; ;1606221;337031;73,83512165
1342;3;2;13420302;2;1;19;21;120;13;2;1;35;M-;Ciudad del Plata, Libertad; ;337031;1606221;73,83512165
1344;1;1;13440101;1;6;13;13,02;2;10;1;3;51;A-;Ciudad del Plata, Libertad; ;1606112;1606112;72,29936323
1344;1;2;13440102;6;1;13,3;13,35;5;10;1;3;51;A-;Ciudad del Plata, Libertad; ;1606112;1606112;72,29936323
1345;1;1;13450101;1;2;8;10;120;13;2;1;36;M-;Ciudad del Plata, Libertad; ;1606112;124107;86,92412962
1345;1;2;13450102;2;1;16,3;19;150;13;2;1;36;M-;Ciudad del Plata, Libertad; ;124107;1606112;86,92412962
1345;2;1;13450201;1;7;12;13;60;13;1;5;36;M-;Ciudad del Plata, Libertad; ;1606112;113029;86,92412962
1345;2;2;13450202;7;13;13,3;14;30;13;2;3;36;M-;Ciudad del Plata, Libertad;15;113029;116028;86,92412962
1345;2;3;13450203;13;1;17;18,3;90;13;3;3;36;M-;Ciudad del Plata, Libertad;15;116028;1606112;86,92412962
1345;3;1;13450301;1;14;12;13;60;13;1;5;36;M-;Ciudad del Plata, Libertad; ;1606112;113029;86,92412962
1345;3;2;13450302;14;13;13,3;14;30;13;2;3;36;M-;Ciudad del Plata, Libertad;15;113029;116028;86,92412962
1345;3;3;13450303;13;1;17;18,3;90;13;3;3;36;M-;Ciudad del Plata, Libertad;15;116028;1606112;86,92412962
1346;1;1;13460101;1;8;12;12,1;10;9;1;5;24;B+;Ciudad del Plata, Libertad; ;1606118;1606110;123,9464286
1346;1;2;13460102;8;1;13,2;13,3;10;9;1;5;24;B+;Ciudad del Plata, Libertad; ;1606110;1606118;123,9464286
1346;2;1;13460201;1;8;12;12,1;10;10;1;5;24;B+;Ciudad del Plata, Libertad; ;1606118;1606110;123,9464286
1346;2;2;13460202;8;1;13,2;13,3;10;10;1;5;24;B+;Ciudad del Plata, Libertad; ;1606110;1606118;123,9464286
1346;2;3;13460203;1;2;16;16,15;15;10;1;1;24;B+;Ciudad del Plata, Libertad; ;1606118;116028;123,9464286
1346;2;4;13460204;2;1;25,55;26,4;45;10;1;1;24;B+;Ciudad del Plata, Libertad; ;116028;1606118;123,9464286
1346;6;1;13460601;1;5;7,5;8;10;0;1;1;24;B+;Ciudad del Plata, Libertad;3;1606118;1606112;123,9464286
1346;6;2;13460602;5;1;12,15;12,25;10;0;1;1;24;B+;Ciudad del Plata, Libertad;3;1606112;1606118;123,9464286
1347;1;1;13470101;1;2;7;7,4;40;8;1;1;34;M-;Ciudad del Plata, Libertad; ;1606112;115306;99,87010838
1347;1;2;13470102;2;1;17;17,5;50;8;1;1;34;M-;Ciudad del Plata, Libertad; ;115306;1606112;99,87010838
1347;3;1;13470301;13;1;10;10,3;30;13;1;4;34;M-;Ciudad del Plata, Libertad; ;1606215;1606112;99,87010838
1347;4;1;13470401;1;5;12,55;13;5;0;1;1;34;M-;Ciudad del Plata, Libertad;3;1606112;1606112;99,87010838
1347;4;2;13470402;5;1;17;17,05;5;0;1;1;34;M-;Ciudad del Plata, Libertad;3;1606112;1606112;99,87010838
1347;5;1;13470501;1;2;9;10;60;13;1;2;34;M-;Ciudad del Plata, Libertad; ;1606112;107203;99,87010838
1347;5;2;13470502;2;1;19;20;60;13;1;2;34;M-;Ciudad del Plata, Libertad; ;107203;1606112;99,87010838
1348;1;1;13480101;1;11;7,55;8;5;10;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606016;97,43705425
1348;1;2;13480102;11;11;8;8,05;5;10;1;1;18;B-;Ciudad del Plata, Libertad; ;1606016;1606112;97,43705425
1348;1;3;13480103;11;1;8,05;8,1;5;10;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606112;97,43705425
1348;1;4;13480104;1;11;11,55;12;5;10;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606016;97,43705425
1348;1;5;13480105;11;1;12;12,05;5;10;1;1;18;B-;Ciudad del Plata, Libertad; ;1606016;1606112;97,43705425
1348;1;6;13480106;1;4;12,15;13;45;10;1;5;18;B-;Ciudad del Plata, Libertad; ;1606112;1606202;97,43705425
1348;1;7;13480107;4;1;14;14,4;40;10;1;5;18;B-;Ciudad del Plata, Libertad; ;1606202;1606112;97,43705425
1348;3;1;13480301;1;5;7,55;8;5;9;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606016;97,43705425
1348;3;2;13480302;5;1;12;12,05;5;9;1;1;18;B-;Ciudad del Plata, Libertad; ;1606016;1606112;97,43705425
1348;4;1;13480401;1;14;7,55;8;5;9;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606016;97,43705425
1348;4;2;13480402;14;5;8;8,05;5;9;1;1;18;B-;Ciudad del Plata, Libertad; ;1606016;1606112;97,43705425
1348;4;3;13480403;5;1;8,05;8,1;5;9;1;1;18;B-;Ciudad del Plata, Libertad; ;1606112;1606112;97,43705425
1349;3;1;13490301;1;5;5,45;8;135;13;3;2;31;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;7;310001;115013;79,74168221
1349;3;2;13490302;5;1;12;15,2; ;13;3;2;31;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras;7;115013;310001;79,74168221
1349;4;1;13490401;1;2;6,5;7;10;10;1;1;31;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;310001;310004;79,74168221
1349;4;2;13490402;2;1;15;15,15;15;10;1;1;31;M-;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;310004;310001;79,74168221
1350;1;1;13500101;1;14;18;18,2;20;8;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;310003; ;89,61861694
1350;1;2;13500102;14;1;20;20,15;15;8;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ; ;310003;89,61861694
1350;2;1;13500201;1;2;5,3;5,4;10;0;1;1;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;6;310003;310205;89,61861694
1350;2;2;13500202;2;1;16;16,1;10;0;1;1;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;6;310205;310205;89,61861694
1350;2;3;13500203;1;13;18;18,2;20;7;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;310205; ;89,61861694
1350;2;4;13500204;13;1;20;20,2;20;7;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ; ;310003;89,61861694
1350;3;1;13500301;1;13;18;18,2;20;7;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;310003; ;89,61861694
1350;3;2;13500302;13;1;20;20,2;20;7;1;4;43;M;Sauce, San Jacinto, Tala,  Santoral  y Otras; ; ;310003;89,61861694
1351;1;1;13510101;1;2;6,15;8;105;13;2;1;43;M;Toledo, Suarez y Otras;10;316103;115103;103,5097167
1351;1;2;13510102;2;1;16,3;18;90;13;1;1;43;M;Toledo, Suarez y Otras; ;115103;316103;103,5097167
1351;2;1;13510201;1;11;7,5;8;10;8;1;1;43;M;Toledo, Suarez y Otras; ;316103;316002;103,5097167
1351;2;2;13510202;11;1;8;8,1;10;8;1;1;43;M;Toledo, Suarez y Otras; ;316002;316103;103,5097167
1351;2;3;13510203;1;2;21,45;22;15;8;1;1;43;M;Toledo, Suarez y Otras; ;316103;316121;103,5097167
1351;3;1;13510301;1;5;7,5;8;10;7;1;1;43;M;Toledo, Suarez y Otras; ;316103;316002;103,5097167
1351;3;2;13510302;5;13;12;12,1;10;0;1;3;43;M;Toledo, Suarez y Otras;4;316002;316002;103,5097167
1351;3;3;13510303;13;1;18;18,1;10;7;1;3;43;M;Toledo, Suarez y Otras; ;316002;316103;103,5097167
1351;4;1;13510401;1;5;7,5;8;10;7;1;1;43;M;Toledo, Suarez y Otras; ;316103;316002;103,5097167
1351;4;2;13510402;5;13;12;12,1;10;0;1;3;43;M;Toledo, Suarez y Otras;4;316002;316002;103,5097167
1351;4;3;13510403;13;1;18;18,1;10;7;1;3;43;M;Toledo, Suarez y Otras; ;316002;316103;103,5097167
1352;2;1;13520201;1;14;14,2;14,3;10;0;1;5;17;B-;Toledo, Suarez y Otras;2;316002;316002;60,78262961
1352;2;2;13520202;14;1;15;15,1;10;0;1;5;17;B-;Toledo, Suarez y Otras;2;316002;316002;60,78262961
1352;4;1;13520401;1;8;14,2;14,3;10;0;1;5;17;B-;Toledo, Suarez y Otras;2;316002;316002;60,78262961
1352;4;2;13520402;8;1;15;15,1;10;0;1;5;17;B-;Toledo, Suarez y Otras;2;316002;316002;60,78262961
1353;1;1;13530101;1;2;10,2;11;40;8;1;1;46;M+;Toledo, Suarez y Otras; ;316205;111206;110,0466683
1353;1;2;13530102;2;1;19,3;20,1;40;8;1;1;46;M+;Toledo, Suarez y Otras; ;111206;316205;110,0466683
1353;2;1;13530201;1;2;8;8,2;20;8;1;1;46;M+;Toledo, Suarez y Otras; ;316205;117108;110,0466683
1353;2;2;13530202;2;1;15;15,2;20;8;1;1;46;M+;Toledo, Suarez y Otras; ;117108;316205;110,0466683
1353;3;1;13530301;1;5;7,4;7,45;5;0;1;1;46;M+;Toledo, Suarez y Otras;1;316205;316205;110,0466683
1353;3;2;13530302;5;1;13;13,05;5;0;1;1;46;M+;Toledo, Suarez y Otras;1;316205;316205;110,0466683
1354;1;1;13540101;2;3;13;13,05;5;13;1;1;45;M+;Toledo, Suarez y Otras; ;199027;199027;68,73552913
1354;1;2;13540102;3;1;18;19;60;13;1;1;45;M+;Toledo, Suarez y Otras; ;199027;316006;68,73552913
1354;2;1;13540201;1;2;9;10,3;90;13;2;1;45;M+;Toledo, Suarez y Otras; ;316006;110015;68,73552913
1354;2;2;13540202;2;1;18,3;20;90;13;1;1;45;M+;Toledo, Suarez y Otras; ;110015;316006;68,73552913
1355;1;1;13550101;1;2;5;6,4;100;13;2;1;36;M-;Toledo, Suarez y Otras; ;306015;118010;73,62992654
1355;1;2;13550102;2;1;17;19;120;13;2;1;36;M-;Toledo, Suarez y Otras; ;118010;306015;73,62992654
1359;1;1;13590101;1;2;6;6,3;30;8;1;1;39;M;Pando; ;316107;337127;143,9292151
1359;1;2;13590102;2;1;14;14,45;45;8;1;1;39;M;Pando; ;337127;316107;143,9292151
1359;2;1;13590201;1;6;10;10,15;15;0;1;1;39;M;Pando;8;316107;316107;143,9292151
1359;2;2;13590202;6;1;11;11,15;15;0;1;1;39;M;Pando;8;316107;316107;143,9292151
1359;3;1;13590301;1;6;10;10,15;15;0;1;1;39;M;Pando;8;316107;316107;143,9292151
1359;3;2;13590302;6;1;11;11,15;15;0;1;1;39;M;Pando;8;316107;316107;143,9292151
1360;1;1;13600101;1;6;11;11,3;30;1;1;2;38;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;15;306005;306006;71,00823227
1360;1;2;13600102;6;6;11,4;12;20;0;1;4;38;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;6;306006;306003;71,00823227
1360;1;3;13600103;6;1;12,4;13;20;0;1;3;38;M;Sauce, San Jacinto, Tala,  Santoral  y Otras;7;306003;306005;71,00823227
1362;1;1;13620101;1;16;8;10;120;13;1;5;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;306005;119102;102,9658971
1362;1;2;13620102;16;1;13;14;60;13;1;5;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;119102;306005;102,9658971
1362;3;1;13620301;1;5;17,3;19;90;13;2;1;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;5;306005;108002;102,9658971
1362;3;2;13620302;5;1;23,3;24,3;60;13;2;1;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;5;108002;306005;102,9658971
1362;4;1;13620401;1;5;6;8;120;13;2;1;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;306005;115214;102,9658971
1362;4;2;13620402;5;1;12;14;120;13;2;1;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;115214;306005;102,9658971
1362;5;1;13620501;1;5;7;7,3;30;0;1;1;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras;10;306005;306006;102,9658971
1362;5;2;13620502;5;5;13,15;14;45;13;1;3;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;306006;111186;102,9658971
1362;5;3;13620503;5;1;16;16,5;50;13;1;3;29;B+;Sauce, San Jacinto, Tala,  Santoral  y Otras; ;111186;306005;102,9658971
1363;3;1;13630301;1;2;6,3;6,4;10;10;1;1;41;M;Toledo, Suarez y Otras; ;306124;306124;100,542866
1363;3;2;13630302;2;1;14;14,1;10;10;1;1;41;M;Toledo, Suarez y Otras; ;306124;306124;100,542866
1364;1;1;13640101;1;11;7,4;8;20;1;1;1;29;B+;Toledo, Suarez y Otras;11;306124;306009;100,8002297
1364;1;2;13640102;11;2;8,05;10;115;13;3;1;29;B+;Toledo, Suarez y Otras; ;306009;117012;100,8002297
1364;1;3;13640103;2;1;16;17,3;90;13;4;1;29;B+;Toledo, Suarez y Otras;6;117012;306124;100,8002297
1365;2;1;13650201;1;15;16,3;17;30;15;1;5;53;A-;Toledo, Suarez y Otras; ;316204;327004;68,35555201
1365;2;2;13650202;15;1;19,3;20;30;15;1;5;53;A-;Toledo, Suarez y Otras; ;327004;316204;68,35555201
1367;1;1;13670101;1;2;4;4,1;10;10;1;1;36;M-;Pando; ;327006;327079;169,551622
1367;1;2;13670102;2;1;12;12,1;10;10;1;1;36;M-;Pando; ;327079;327006;169,551622
1367;1;3;13670103;1;8;18;18,12;12;0;1;5;36;M-;Pando;3;327006;327006;169,551622
1367;1;4;13670104;8;1;19,15;19,3;15;0;1;1;36;M-;Pando;3;327006;327006;169,551622
1367;2;1;13670201;1;11;12,5;12,55;5;0;1;1;36;M-;Pando;5;327006;327006;169,551622
1367;2;2;13670202;11;1;13;13,1;10;0;1;1;36;M-;Pando;6;327006;327006;169,551622
1367;2;3;13670203;1;11;16,5;16,58;8;0;1;1;36;M-;Pando;5;327006;327006;169,551622
1367;2;4;13670204;11;1;17,02;17,1;8;0;1;1;36;M-;Pando;5;327006;327006;169,551622
1367;2;5;13670205;1;8;18;18,12;12;0;1;4;36;M-;Pando;3;327006;327006;169,551622
1367;2;6;13670206;8;1;19,15;19,3;15;0;1;4;36;M-;Pando;3;327006;327006;169,551622
1367;3;1;13670301;1;5;12,5;12,55;5;0;1;1;36;M-;Pando;5;327006;327006;169,551622
1367;3;2;13670302;5;1;17,02;17,1;8;0;1;1;36;M-;Pando;5;327006;327006;169,551622
1367;4;1;13670401;1;5;12,5;12,55;5;0;1;1;36;M-;Pando;6;327006;327006;169,551622
1367;4;2;13670402;5;1;17;17,1;10;0;1;1;36;M-;Pando;6;327006;327006;169,551622
1368;1;1;13680101;1;4;11;12,3;90;13;2;4;62;A+;Pando;5;327215;107204;134,1920766
1368;1;2;13680102;4;1;17;18,3;90;13;1;4;62;A+;Pando; ;107204;327215;134,1920766
1368;2;1;13680201;1;4;11;12,3;90;13;2;4;62;A+;Pando;5;327215;107204;134,1920766
1368;2;2;13680202;4;1;17;18,3;90;13;1;4;62;A+;Pando; ;107204;327215;134,1920766
1369;1;1;13690101;1;13;10;10,4;40;10;1;3;25;B+;Pando; ;327014; ;143,7473875
1369;1;2;13690102;13;1;15;15,3;30;10;1;3;25;B+;Pando; ; ;327014;143,7473875
1369;2;1;13690201;1;13;10;10,4;40;9;1;2;25;B+;Pando; ;327014; ;143,7473875
1369;2;2;13690202;13;1;15;15,3;30;9;1;2;25;B+;Pando; ; ;327014;143,7473875
1369;3;1;13690301;1;14;7,3;7,4;10;10;1;3;25;B+;Pando; ;327014;327002;143,7473875
1369;3;2;13690302;14;1;8;8,12;12;10;1;3;25;B+;Pando; ;327002;327014;143,7473875
1369;3;3;13690303;1;13;20;20,03;3;10;1;3;25;B+;Pando; ;327014;313206;143,7473875
1369;3;4;13690304;13;1;22,3;22,34;4;10;1;3;25;B+;Pando; ;313206;327014;143,7473875
1370;1;1;13700101;1;2;5,35;5,45;10;8;1;1;33;M-;Pando; ;327014;327013;183,5402776
1370;1;2;13700102;2;1;7;7,1;10;8;1;1;33;M-;Pando; ;327013;327014;183,5402776
1370;1;3;13700103;1;2;10;10,06;6;8;1;1;33;M-;Pando; ;327014;327013;183,5402776
1370;1;4;13700104;2;1;13;13,06;6;8;1;1;33;M-;Pando; ;327013;327014;183,5402776
1371;4;1;13710401;1;2;12,15;13,1;55;13;1;1;35;M-;Pando; ;327013;199052;165,8645672
1371;4;2;13710402;2;1;21;22;60;13;1;1;35;M-;Pando; ;199052;327013;165,8645672
1372;1;1;13720101;1;11;8,3;8,33;3;0;1;1;33;M-;Pando;1;327014;327215;181,5095165
1372;1;2;13720102;11;1;8,35;8,38;3;0;1;1;33;M-;Pando;1;327215;327014;181,5095165
1372;1;3;13720103;1;2;10;10,1;10;0;1;1;33;M-;Pando;7;327014;327006;181,5095165
1372;1;4;13720104;2;1;12,3;12,4;10;0;1;1;33;M-;Pando;7;327006;327014;181,5095165
1372;1;5;13720105;1;2;14,2;14,3;10;0;1;1;33;M-;Pando;7;327014;327006;181,5095165
1372;1;6;13720106;2;1;19,45;19,55;10;0;1;1;33;M-;Pando;7;327006;327014;181,5095165
1372;2;1;13720201;1;2;8,3;8,45;15;0;1;1;33;M-;Pando;7;327014;327008;181,5095165
1372;2;2;13720202;2;1;14;14,15;15;0;1;1;33;M-;Pando;7;327008;327014;181,5095165
1372;2;3;13720203;1;11;15,4;15,45;5;0;1;1;33;M-;Pando;1;327014;327215;181,5095165
1372;2;4;13720204;11;1;16;16,12;12;0;1;1;33;M-;Pando;1;327215;327014;181,5095165
1372;3;1;13720301;1;5;8,3;8,33;3;0;1;1;33;M-;Pando;1;327014;327215;181,5095165
1372;3;2;13720302;5;1;15,5;16,12;22;0;1;1;33;M-;Pando;1;327215;327014;181,5095165
1373;1;1;13730101;1;2;7;7,1;10;8;1;2;62;A+;Pando; ;327013;327002;137,6967812
1373;1;2;13730102;2;1;10;10,1;10;8;1;2;62;A+;Pando; ;327002;327013;137,6967812
1373;1;3;13730103;1;11;12,45;12,55;10;8;1;1;62;A+;Pando; ;327013;327004;137,6967812
1373;1;4;13730104;11;1;13;13,1;10;8;1;1;62;A+;Pando; ;327004;327013;137,6967812
1373;1;5;13730105;1;11;16,5;16,55;5;8;1;1;62;A+;Pando; ;327013;327004;137,6967812
1373;1;6;13730106;11;1;17;17,1;10;8;1;1;62;A+;Pando; ;327004;327013;137,6967812
1373;2;1;13730201;1;2;12,45;12,5;5;10;1;1;62;A+;Pando; ;327013;327014;137,6967812
1373;2;2;13730202;2;1;17,08;17,15;7;10;1;1;62;A+;Pando; ;327014;327013;137,6967812
1373;3;1;13730301;1;5;12,45;12,55;10;7;1;1;62;A+;Pando; ;327013;327004;137,6967812
1373;3;2;13730302;5;1;17;17,12;12;7;1;1;62;A+;Pando; ;327004;327013;137,6967812
1374;2;1;13740201;1;2;7;7,2;20;10;1;1;36;M-;Pando; ;327112;327004;176,3105309
1374;2;2;13740202;2;1;12,3;12,4;10;10;1;1;36;M-;Pando; ;327004;327112;176,3105309
1374;2;3;13740203;1;5;13,4;13,5;10;10;1;5;36;M-;Pando; ;327112;327002;176,3105309
1374;2;4;13740204;5;1;17;17,1;10;10;1;5;36;M-;Pando; ;327002;327112;176,3105309
1374;3;1;13740301;1;5;7,45;8;15;0;1;1;36;M-;Pando;8;327112;327014;176,3105309
1374;3;2;13740302;5;1;12;12,15;15;0;1;1;36;M-;Pando;8;327014;327112;176,3105309
1375;1;1;13750101;2;1;6;6,1;10;10;1;1;36;M-;Pando; ;337419;327112;157,4865448
1375;1;2;13750102;1;12;13,5;13,57;7;10;1;2;36;M-;Pando; ;327112;316209;157,4865448
1375;1;3;13750103;12;1;14;14,1;10;10;1;2;36;M-;Pando; ;316209;327112;157,4865448
1375;2;1;13750201;1;2;13,5;13,57;7;9;1;1;36;M-;Pando; ;327112;316209;157,4865448
1375;2;2;13750202;2;1;22;22,5;50;1;1;1;36;M-;Pando;30;316209;327112;157,4865448
1376;1;1;13760101;1;11;7,3;7,55;25;0;1;1;37;M;Toledo, Suarez y Otras;10;316123;306016;105,6139355
1376;1;2;13760102;11;1;8,1;8,3;20;0;1;1;37;M;Toledo, Suarez y Otras;10;306016;316123;105,6139355
1376;1;3;13760103;1;11;11,3;11,5;20;0;1;1;37;M;Toledo, Suarez y Otras;10;316123;306016;105,6139355
1376;1;4;13760104;11;1;12,15;13,2;65;0;1;1;37;M;Toledo, Suarez y Otras;10;306016;316123;105,6139355
1376;2;1;13760201;1;2;12,4;13,5;70;13;1;1;37;M;Toledo, Suarez y Otras; ;316123;112216;105,6139355
1376;2;2;13760202;2;1;22;23,3;90;13;1;1;37;M;Toledo, Suarez y Otras; ;112216;316123;105,6139355
1376;3;1;13760301;1;5;7,3;7,57;27;0;1;1;37;M;Toledo, Suarez y Otras;10;316123;306016;105,6139355
1376;3;2;13760302;5;1;12,15;13,2;65;0;1;1;37;M;Toledo, Suarez y Otras;10;306016;316123;105,6139355
1376;4;1;13760401;1;5;7,3;7,57;27;0;1;1;37;M;Toledo, Suarez y Otras;10;316123;306016;105,6139355
1376;4;2;13760402;5;1;12,15;13,2;65;0;1;1;37;M;Toledo, Suarez y Otras;10;306016;316123;105,6139355
1377;1;1;13770101;1;2;13,45;13,55;10;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337190;337190;384,0477937
1377;1;2;13770102;2;1;22;22,1;10;0;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;4;337190;337190;384,0477937
1377;2;1;13770201;1;2;13,4;14;20;10;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337190;337136;384,0477937
1377;2;2;13770202;2;1;22;22,3;30;10;1;1;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras; ;337136;337190;384,0477937
1379;2;1;13790201;1;4;8;9;60;13;1;5;32;M-;Toledo, Suarez y Otras; ;316205;327008;86,36720598
1379;2;2;13790202;4;1;10,3;11,2;50;13;1;5;32;M-;Toledo, Suarez y Otras; ;327008;316205;86,36720598
1379;3;1;13790301;1;5;7,5;7,55;5;0;1;1;32;M-;Toledo, Suarez y Otras;4;316205;316105;86,36720598
1379;3;2;13790302;5;1;12;12,05;5;0;1;1;32;M-;Toledo, Suarez y Otras;4;316105;316205;86,36720598
1380;1;1;13800101;1;1;17;22,3; ;13;3;3;21;B-;Toledo, Suarez y Otras; ;316205;316205;115,1562746
1381;1;1;13810101;1;2;9,3;10,3;60;8;1;1;53;A-;Toledo, Suarez y Otras; ;316205;115204;91,64737217
1381;1;2;13810102;2;1;18;18,3;30;8;1;1;53;A-;Toledo, Suarez y Otras; ;115204;316205;91,64737217
1382;1;1;13820101;1;2;7,45;9,45;120;13;2;3;24;B+;Toledo, Suarez y Otras; ;316205;124003;98,29741574
1382;1;2;13820102;2;1;14,3;17;150;13;3;3;24;B+;Toledo, Suarez y Otras;7;124003;316205;98,29741574
1382;2;1;13820201;1;2;5,2;6,3;70;13;2;1;24;B+;Toledo, Suarez y Otras; ;316205;110236;98,29741574
1382;2;2;13820202;2;1;18;19,3;90;13;2;1;24;B+;Toledo, Suarez y Otras; ;110236;316205;98,29741574
1382;3;1;13820301;1;13;8;9,15;75;13;2;3;24;B+;Toledo, Suarez y Otras; ;316205;111083;98,29741574
1382;3;2;13820302;13;1;17;18,2;80;13;3;3;24;B+;Toledo, Suarez y Otras;7;111083;316205;98,29741574
1384;2;1;13840201;1;8;14;16;120;13;2;4;49;M+;Toledo, Suarez y Otras;10;316105;123205;62,57299095
1384;2;2;13840202;8;1;18,5;20,2;90;13;2;4;49;M+;Toledo, Suarez y Otras; ;123205;316105;62,57299095
1385;2;1;13850201;1;11;11,35;11,45;10;0;1;1;37;M;Toledo, Suarez y Otras;6;306015;316105;86,25809721
1385;2;2;13850202;11;1;11,45;12;15;0;1;1;37;M;Toledo, Suarez y Otras;6;316105;306015;86,25809721
1385;3;1;13850301;1;5;7,45;7,55;10;0;1;1;37;M;Toledo, Suarez y Otras;6;306015;316105;86,25809721
1385;3;2;13850302;5;1;11,45;12;15;0;1;1;37;M;Toledo, Suarez y Otras;6;316105;306015;86,25809721
1386;1;1;13860101;1;8;6;7;60;13;1;2;31;M-;Toledo, Suarez y Otras; ;306015;118228;96,56831915
1386;1;2;13860102;8;1;11;12,3;90;13;2;2;31;M-;Toledo, Suarez y Otras;5;118228;306015;96,56831915
1386;3;1;13860301;1;5;8,3;8,32;2;0;1;1;31;M-;Toledo, Suarez y Otras;1;306015;306015;96,56831915
1386;3;2;13860302;5;1;16;16,02;2;0;1;1;31;M-;Toledo, Suarez y Otras;1;306015;306015;96,56831915
1386;4;1;13860401;1;5;8,3;8,32;2;0;1;1;31;M-;Toledo, Suarez y Otras;1;306015;306015;96,56831915
1386;4;2;13860402;5;1;16;16,02;2;0;1;1;31;M-;Toledo, Suarez y Otras;1;306015;306015;96,56831915
1387;1;1;13870101;1;2;5,3;6,5;80;10;1;1;26;B+;Toledo, Suarez y Otras; ;316205;102102;68,73552913
1388;1;1;13880101;1;6;10;10,1;10;0;1;2;46;M+;Pando;10;327411;327004;42,31905723
1388;1;2;13880102;6;1;10,4;10,5;10;0;1;2;46;M+;Pando;10;327004;327411;42,31905723
1390;2;1;13900201;1;6;11;11,02;2;2;1;2;32;M-;Pando; ;327010;327014;130,5132857
1390;2;2;13900202;6;1;11,15;11,17;2;2;1;2;32;M-;Pando; ;327014;327010;130,5132857
1391;1;1;13910101;1;13;11;11,1;10;9;1;3;26;B+;Pando; ;327014;327081;188,8649379
1391;1;2;13910102;13;1;13,1;13,1; ;9;1;3;26;B+;Pando; ;327081;327014;188,8649379
1391;2;1;13910201;1;13;11;11,1;10;10;1;3;26;B+;Pando; ;327014;327081;188,8649379
