NFORM;nnper;nvj;IDPERV;origen;proposito;VF5;VF6;tiempoviaje;modoprincipal;etapas;VF9;INSE;INSE_RecF;EstratoGeografico;cuadras;codsegorigen;codsegproposito;wcal0
3380;1;2;33800102;8;1;11;12;60;13;2;3;54;A-;Montevideo Medio Bajo; ;110113;116042;542,5905959
3382;1;1;33820101;1;11;8,25;8,3;5;0;1;4;54;A-;Zona II - Cuenca Noreste      NoBajo;4;111059;111138;87,54376644
3382;1;2;33820102;11;1;8,3;8,4;10;0;1;4;54;A-;Zona II - Cuenca Noreste      NoBajo;4;111138;111059;87,54376644
3382;2;1;33820201;1;6;11;11,05;5;0;1;1;54;A-;Zona II - Cuenca Noreste      NoBajo;1;111059;111059;87,54376644
3382;2;2;33820202;6;14;11,1;11,15;5;0;1;1;54;A-;Zona II - Cuenca Noreste      NoBajo;1;111059;111138;87,54376644
3382;2;3;33820203;14;1;16;16,1;10;0;1;1;54;A-;Zona II - Cuenca Noreste      NoBajo;2;111138;111059;87,54376644
3382;3;1;33820301;1;5;6,15;7;45;13;2;1;54;A-;Zona II - Cuenca Noreste      NoBajo; ;111059;122118;87,54376644
3382;3;2;33820302;5;1;12;13;60;13;2;1;54;A-;Zona II - Cuenca Noreste      NoBajo; ;122118;111059;87,54376644
3382;3;3;33820303;1;2;15,2;15,5;30;13;1;1;54;A-;Zona II - Cuenca Noreste      NoBajo; ;111059;122123;87,54376644
3382;3;4;33820304;2;1;23;23,45;45;13;2;1;54;A-;Zona II - Cuenca Noreste      NoBajo; ;122123;111059;87,54376644
3383;1;1;33830101;1;6;10;10,05;5;0;1;1;34;M-;Zona II - Cuenca Noreste      NoBajo;1;111263;111263;93,82276287
3383;1;2;33830102;6;1;11,3;11,35;5;0;1;1;34;M-;Zona II - Cuenca Noreste      NoBajo;1;111263;111263;93,82276287
3383;1;3;33830103;1;6;17;17,2;20;0;1;2;34;M-;Zona II - Cuenca Noreste      NoBajo;6;111263;111059;93,82276287
3383;1;4;33830104;6;1;17,25;17,45;20;0;1;2;34;M-;Zona II - Cuenca Noreste      NoBajo;6;111059;111263;93,82276287
3383;2;1;33830201;1;5;6,5;7;10;13;1;1;34;M-;Zona II - Cuenca Noreste      NoBajo; ;111263;111059;93,82276287
3383;2;2;33830202;5;1;12,3;12,5;20;13;1;1;34;M-;Zona II - Cuenca Noreste      NoBajo; ;111059;111263;93,82276287
3383;2;3;33830203;1;6;13;13,05;5;0;1;2;34;M-;Zona II - Cuenca Noreste      NoBajo;1;111263;111263;93,82276287
3383;2;4;33830204;6;1;13,1;13,15;5;0;1;2;34;M-;Zona II - Cuenca Noreste      NoBajo;1;111263;111263;93,82276287
3384;1;1;33840101;1;4;12;12,05;5;0;1;5;42;M;Zona II - Cuenca Noreste      NoBajo;1;111263;111263;89,65974715
3384;1;2;33840102;4;1;12,2;12,25;5;0;1;5;42;M;Zona II - Cuenca Noreste      NoBajo;1;111263;111060;89,65974715
3384;1;3;33840103;1;7;14,3;14,35;5;0;1;3;42;M;Zona II - Cuenca Noreste      NoBajo;2;111060;111263;89,65974715
3384;1;4;33840104;7;1;15;15,05;5;0;1;3;42;M;Zona II - Cuenca Noreste      NoBajo;2;111263;111263;89,65974715
3384;2;1;33840201;1;2;5;5,4;40;8;1;1;42;M;Zona II - Cuenca Noreste      NoBajo; ;111263;109157;89,65974715
3385;1;1;33850101;1;6;8,3;8,35;5;0;1;2;53;A-;Zona II - Cuenca Noreste      NoBajo;2;111060;111163;83,69980049
3385;1;2;33850102;6;1;9,3;9,35;5;0;1;2;53;A-;Zona II - Cuenca Noreste      NoBajo;2;111163;111060;83,69980049
3385;1;3;33850103;1;16;10;10,05;5;0;1;1;53;A-;Zona II - Cuenca Noreste      NoBajo;3;111060;111263;83,69980049
3385;1;4;33850104;16;1;11,4;11,45;5;0;1;1;53;A-;Zona II - Cuenca Noreste      NoBajo;3;111263;111060;83,69980049
3387;1;1;33870101;1;2;7,3;9,3;120;13;2;1;43;M;Zona II - Cuenca Noreste      Bajo; ;199099;110135;187,3377896
3387;1;2;33870102;2;6;14;14,2;20;13;1;2;43;M;Zona II - Cuenca Noreste      Bajo; ;110135;111129;187,3377896
3387;1;3;33870103;6;1;15;15,3;30;13;1;1;43;M;Zona II - Cuenca Noreste      Bajo; ;111129;199099;187,3377896
3387;1;4;33870104;1;13;17;17,05;5;0;1;2;43;M;Zona II - Cuenca Noreste      Bajo;1;199099;199099;187,3377896
3387;1;5;33870105;13;1;20,3;20,35;5;0;1;2;43;M;Zona II - Cuenca Noreste      Bajo;1;199099;199099;187,3377896
3388;1;1;33880101;1;2;9;10,1;70;13;3;2;17;B-;Zona II - Cuenca Noreste      Bajo;16;199099;337283;270,1090626
3388;1;2;33880102;2;1;16,3;17;30;13;3;2;17;B-;Zona II - Cuenca Noreste      Bajo;8;337283;199099;270,1090626
3388;2;1;33880201;1;11;7,5;8;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;2;2;33880202;11;1;8;8,1;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;2;3;33880203;1;11;11,5;12;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;2;4;33880204;11;1;12,05;12,15;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;2;5;33880205;1;14;17,4;18,05;25;13;2;2;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;111074;270,1090626
3388;2;6;33880206;14;1;19,3;20,1;40;13;2;2;17;B-;Zona II - Cuenca Noreste      Bajo;8;111074;199099;270,1090626
3388;3;1;33880301;1;13;16;16,05;5;0;1;2;17;B-;Zona II - Cuenca Noreste      Bajo;1;199099;199099;270,1090626
3388;3;2;33880302;13;1;17,3;17,35;5;0;1;2;17;B-;Zona II - Cuenca Noreste      Bajo;1;199099;199099;270,1090626
3388;4;1;33880401;1;5;7,5;8;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;4;2;33880402;5;1;12,05;12,15;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;5;1;33880501;1;5;7,5;8;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;5;2;33880502;5;1;12,05;12,15;10;0;1;1;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;199099;270,1090626
3388;5;3;33880503;1;16;17,4;18,05;25;13;2;2;17;B-;Zona II - Cuenca Noreste      Bajo;8;199099;111074;270,1090626
3388;5;4;33880504;16;1;19,3;20,1;40;13;2;2;17;B-;Zona II - Cuenca Noreste      Bajo;8;111074;199099;270,1090626
3389;1;1;33890101;1;11;7,5;7,55;5;10;1;4;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;199099;215,2388
3389;1;2;33890102;11;1;8;8,05;5;10;1;4;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;199099;215,2388
3389;1;3;33890103;1;12;11,5;11,55;5;10;1;4;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;199099;215,2388
3389;1;4;33890104;12;1;12;12,05;5;10;1;4;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;199099;215,2388
3389;1;5;33890105;1;2;14;14,3;30;10;1;1;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;120138;215,2388
3389;1;6;33890106;2;1;22;22,3;30;10;1;1;35;M-;Zona II - Cuenca Noreste      Bajo; ;120138;199099;215,2388
3389;3;1;33890301;1;5;7;8,2;80;13;1;1;35;M-;Zona II - Cuenca Noreste      Bajo; ;199099;105201;215,2388
3389;3;2;33890302;5;4;13,05;13,25;20;0;1;5;35;M-;Zona II - Cuenca Noreste      Bajo;10;105201;101003;215,2388
3389;3;3;33890303;4;1;15;16,35;95;13;1;1;35;M-;Zona II - Cuenca Noreste      Bajo; ;101003;199099;215,2388
3393;1;1;33930101;1;2;11;12,1;70;13;2;1;36;M-;Zona II - Cuenca Noreste      NoBajo; ;111002;124216;129,3407311
3393;1;2;33930102;2;1;19,3;20,3;60;13;2;1;36;M-;Zona II - Cuenca Noreste      NoBajo; ;124216;111002;129,3407311
3393;2;1;33930201;1;15;17;17,15;15;0;1;3;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111002;111002;129,3407311
3393;2;2;33930202;15;1;18,2;18,3;10;0;1;3;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111002;111002;129,3407311
3393;3;1;33930301;1;5;8;8,2;20;13;1;1;36;M-;Zona II - Cuenca Noreste      NoBajo; ;111002;117204;129,3407311
3393;3;2;33930302;5;1;13;13,2;20;13;1;1;36;M-;Zona II - Cuenca Noreste      NoBajo; ;117204;111002;129,3407311
3393;4;1;33930401;1;5;7,5;8;10;0;1;1;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111002;111001;129,3407311
3393;4;2;33930402;5;1;12;12,1;10;0;1;1;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111001;111002;129,3407311
3393;4;3;33930403;1;15;17;17,15;15;0;1;3;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111002;111001;129,3407311
3393;4;4;33930404;15;1;18,2;18,3;10;0;1;3;36;M-;Zona II - Cuenca Noreste      NoBajo;2;111001;111002;129,3407311
3394;1;1;33940101;1;2;7;7,2;20;10;1;1;19;B-;Zona III - Cuenca Cerro Norte Bajo; ;113132;120018;154,4031203
3394;1;2;33940102;2;1;15;15,25;25;10;1;1;19;B-;Zona III - Cuenca Cerro Norte Bajo; ;120018;113132;154,4031203
3394;1;3;33940103;1;13;17,5;18;10;0;1;2;19;B-;Zona III - Cuenca Cerro Norte Bajo;1;113132;113132;154,4031203
3394;1;4;33940104;13;1;19,25;19,3;5;0;1;2;19;B-;Zona III - Cuenca Cerro Norte Bajo;1;113132;113132;154,4031203
3394;2;1;33940201;1;6;12;12,5;50;0;1;1;19;B-;Zona III - Cuenca Cerro Norte Bajo;1;113132;113132;154,4031203
3394;2;2;33940202;6;1;13;13,05;5;0;1;1;19;B-;Zona III - Cuenca Cerro Norte Bajo;1;113132;113132;154,4031203
3395;2;1;33950201;1;2;7;7,2;20;8;1;1;25;B+;Zona II - Cuenca Noreste      NoBajo; ;111002;118126;112,5201332
3395;2;2;33950202;2;1;19;19,3;30;8;1;1;25;B+;Zona II - Cuenca Noreste      NoBajo; ;118126;111002;112,5201332
3395;3;1;33950301;1;8;14;15,15;75;13;1;5;25;B+;Zona II - Cuenca Noreste      NoBajo; ;111002;123004;112,5201332
3395;3;2;33950302;8;1;16,05;17;55;13;1;5;25;B+;Zona II - Cuenca Noreste      NoBajo; ;123004;111002;112,5201332
3395;4;1;33950401;1;5;6;6,45;45;13;1;1;25;B+;Zona II - Cuenca Noreste      NoBajo; ;111002;122118;112,5201332
3395;4;2;33950402;5;1;12;13,15;75;13;1;1;25;B+;Zona II - Cuenca Noreste      NoBajo; ;122118;111002;112,5201332
3395;4;3;33950403;1;8;14;15,15;75;13;1;5;25;B+;Zona II - Cuenca Noreste      NoBajo; ;111002;123004;112,5201332
3395;4;4;33950404;8;1;16,05;17;55;13;1;5;25;B+;Zona II - Cuenca Noreste      NoBajo; ;123004;111002;112,5201332
3396;1;1;33960101;1;2;5,3;6;30;13;2;1;37;M;Zona III - Cuenca Cerro Norte Bajo; ;113132;114208;137,743869
3396;1;2;33960102;2;1;18,3;19,3;60;13;2;1;37;M;Zona III - Cuenca Cerro Norte Bajo;8;114208;113132;137,743869
3397;1;1;33970101;1;14;6,45;6,48;3;0;1;1;34;M-;Zona I - Casavalle            NoBajo;2;117114;117214;81,02088535
3397;1;2;33970102;14;2;6,55;7;5;0;1;1;34;M-;Zona I - Casavalle            NoBajo;3;117214;117012;81,02088535
3397;1;3;33970103;2;1;16;16,3;30;0;1;1;34;M-;Zona I - Casavalle            NoBajo;3;117012;117125;81,02088535
3397;2;1;33970201;1;5;6,45;7,1;25;13;1;1;34;M-;Zona I - Casavalle            NoBajo; ;117114;122008;81,02088535
3397;2;2;33970202;5;1;12,5;13,3;40;13;1;1;34;M-;Zona I - Casavalle            NoBajo; ;122008;117114;81,02088535
3398;1;1;33980101;1;2;6;7;60;1;1;1;35;M-;Zona I - Casavalle            NoBajo;15;117213;122021;77,42590255
3398;1;2;33980102;2;2;13;14;60;13;1;1;35;M-;Zona I - Casavalle            NoBajo; ;122021;115205;77,42590255
3398;1;3;33980103;2;1;22;22,4;40;13;2;1;35;M-;Zona I - Casavalle            NoBajo;5;115205;117213;77,42590255
3399;1;1;33990101;1;6;13,3;13,5;20;0;1;3;29;B+;Zona I - Casavalle            NoBajo;8;117114;111008;68,73384389
3399;1;2;33990102;6;1;14,3;15;30;0;1;3;29;B+;Zona I - Casavalle            NoBajo;8;111008;117114;68,73384389
3399;2;1;33990201;1;6;11,3;11,4;10;0;1;3;29;B+;Zona I - Casavalle            NoBajo;5;117114;117214;68,73384389
3399;2;2;33990202;6;1;12,15;12,3;15;0;1;4;29;B+;Zona I - Casavalle            NoBajo;5;117214;117114;68,73384389
3399;2;3;33990203;1;11;16,4;16,5;10;0;1;2;29;B+;Zona I - Casavalle            NoBajo;5;117114;117114;68,73384389
3399;2;4;33990204;11;1;17,05;17,15;10;0;1;2;29;B+;Zona I - Casavalle            NoBajo;5;117114;117114;68,73384389
3399;3;1;33990301;1;12;11,3;11,4;10;0;1;1;29;B+;Zona I - Casavalle            NoBajo;2;117114;117214;68,73384389
3399;3;2;33990302;12;1;12;12,1;10;0;1;1;29;B+;Zona I - Casavalle            NoBajo;2;117214;117114;68,73384389
3400;2;1;34000201;1;16;8,3;8,45;15;2;1;1;28;B+;Zona I - Casavalle            NoBajo; ;117012;122015;169,162133
3400;2;2;34000202;16;1;12,45;13;15;2;1;1;28;B+;Zona I - Casavalle            NoBajo; ;122015;117012;169,162133
3401;1;1;34010101;1;2;4,3;6;90;13;4;5;40;M;Zona III - Cuenca Cerro Norte NoBajo;5;113240;110333;75,16081109
3401;1;2;34010102;2;1;14;15,3;90;13;3;5;40;M;Zona III - Cuenca Cerro Norte NoBajo; ;110333;113240;75,16081109
3402;1;1;34020101;1;2;7,3;8,3;60;13;2;1;52;A-;Montevideo Bajo; ;121222;123003;383,0369328
3402;1;2;34020102;2;1;16;17;60;13;2;1;52;A-;Montevideo Bajo; ;123003;121222;383,0369328
3402;2;1;34020201;1;2;7;7,4;40;13;1;1;52;A-;Montevideo Bajo; ;121222;117031;383,0369328
3402;2;2;34020202;2;1;16;16,5;50;13;1;1;52;A-;Montevideo Bajo; ;117031;121222;383,0369328
3403;2;1;34030201;1;2;11;11,45;45;13;1;1;21;B-;Zona III - Cuenca Cerro Norte Bajo; ;113532;120034;238,152506
3403;2;2;34030202;2;1;20;20,45;45;13;1;1;21;B-;Zona III - Cuenca Cerro Norte Bajo; ;120034;113532;238,152506
3403;3;1;34030301;1;2;5,15;6,1;55;13;2;1;21;B-;Zona III - Cuenca Cerro Norte Bajo; ;113532;106104;238,152506
3403;3;2;34030302;2;1;12;13,15;75;13;2;1;21;B-;Zona III - Cuenca Cerro Norte Bajo; ;106104;113532;238,152506
3404;3;1;34040301;1;5;7,2;7,3;10;1;1;1;15;B-;Canelones Capital, Santa Lucía y Otras; ;301017;301125;146,15
3404;3;2;34040302;5;1;12,3;12,4;10;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;5;301125;301017;146,15
3404;4;1;34040401;1;5;13;13,1;10;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;5;301017;301125;146,15
3404;4;2;34040402;5;1;18,2;18,3;10;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;5;301125;301017;146,15
3404;5;1;34040501;1;5;13;13,1;10;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;5;301017;301125;146,15
3404;5;2;34040502;5;1;18,2;18,3;10;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;5;301125;301017;146,15
3404;6;1;34040601;1;5;7,3;8;30;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;6;301017;301017;146,15
3404;6;2;34040602;5;1;12;12,2;20;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;6;301017;301017;146,15
3404;7;1;34040701;1;5;12,4;13;20;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;6;301017;301017;146,15
3404;7;2;34040702;5;1;16,45;17;15;0;1;1;15;B-;Canelones Capital, Santa Lucía y Otras;6;301017;301017;146,15
3405;1;1;34050101;1;11;13;13,15;15;8;1;1;57;A-;Zona III - Cuenca Cerro Norte Bajo; ;113140;120003;147,8717748
3405;1;2;34050102;11;15;13,15;13,3;15;8;1;1;57;A-;Zona III - Cuenca Cerro Norte Bajo; ;120003;113031;147,8717748
3405;1;3;34050103;15;1;15;15,1;10;8;1;1;57;A-;Zona III - Cuenca Cerro Norte Bajo; ;113031;113140;147,8717748
3406;1;1;34060101;1;14;7;8,2;80;8;1;2;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;103101;82,6768922
3406;1;2;34060102;14;14;10,3;11;30;8;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;103101;120003;82,6768922
3406;1;3;34060103;14;1;12;12,15;15;8;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;120003;113240;82,6768922
3406;1;4;34060104;1;16;13;14;60;8;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;124206;82,6768922
3406;1;5;34060105;16;1;16,3;17,3;60;8;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;124206;113240;82,6768922
3406;1;6;34060106;1;11;18,1;18,3;20;8;1;1;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;120010;82,6768922
3406;1;7;34060107;11;1;18,45;19;15;8;1;1;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;120010;113240;82,6768922
3406;2;1;34060201;1;16;7;8,2;80;7;1;2;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;103101;82,6768922
3406;2;2;34060202;16;8;10,3;11;30;7;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;103101;120003;82,6768922
3406;2;3;34060203;8;1;12;12,15;15;7;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;120003;113240;82,6768922
3406;2;4;34060204;1;16;13;14;60;7;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;124206;82,6768922
3406;2;5;34060205;16;1;16,3;17,3;60;7;1;5;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;124206;113240;82,6768922
3406;2;6;34060206;1;11;18,15;18,3;15;7;1;1;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;120010;82,6768922
3406;2;7;34060207;11;1;18,45;19;15;7;1;1;49;M+;Zona III - Cuenca Cerro Norte NoBajo; ;120010;113240;82,6768922
3407;2;1;34070201;1;6;8,3;8,4;10;0;1;2;26;B+;Zona III - Cuenca Cerro Norte NoBajo;3;113140;113134;75,16081109
3407;2;2;34070202;6;1;9,15;9,25;10;0;1;2;26;B+;Zona III - Cuenca Cerro Norte NoBajo;3;113134;113140;75,16081109
3409;2;1;34090201;1;1;5;6;60;13;1;1;31;M-;Zona III - Cuenca Cerro Norte NoBajo; ;113134;118129;90,69434101
3409;2;2;34090202;1;1;14;15,3;90;13;1;1;31;M-;Zona III - Cuenca Cerro Norte NoBajo; ;118129;113134;90,69434101
3410;1;1;34100101;1;2;8;9,15;75;13;2;2;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;113234;115001;33,31936057
3410;1;2;34100102;2;2;16,3;17,1;40;13;1;2;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;115001;124126;33,31936057
3410;1;3;34100103;2;1;22;22,45;45;7;2;1;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;124126;113234;33,31936057
3410;2;1;34100201;1;2;13;14;60;8;2;1;46;M+;Zona III - Cuenca Cerro Norte Bajo;13;113234;106201;33,31936057
3410;2;2;34100202;2;1;21,3;21,5;20;8;2;1;46;M+;Zona III - Cuenca Cerro Norte Bajo;13;106201;113234;33,31936057
3410;3;1;34100301;1;8;6,5;8;70;13;2;2;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;113234;110113;33,31936057
3410;3;2;34100302;8;2;9,3;10,05;35;13;1;5;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;110113;124120;33,31936057
3410;3;3;34100303;2;1;16;17,2;80;13;2;5;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;124120;113234;33,31936057
3410;4;1;34100401;1;15;8,3;9;30;13;1;1;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;113234;113030;33,31936057
3410;4;2;34100402;15;1;11,3;12;30;13;1;1;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;113030;113234;33,31936057
3410;4;3;34100403;1;5;17,3;18;30;13;1;1;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;113234;114024;33,31936057
3410;4;4;34100404;5;1;23;23,3;30;13;1;1;46;M+;Zona III - Cuenca Cerro Norte Bajo; ;114024;113234;33,31936057
3411;1;1;34110101;1;4;11,3;12,3;60;13;2;5;47;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;124107;106,8675767
3411;1;2;34110102;4;2;13,5;14;10;0;1;1;47;M+;Zona III - Cuenca Cerro Norte NoBajo;1;124107;124108;106,8675767
3411;1;3;34110103;2;1;22;23,15;75;13;2;1;47;M+;Zona III - Cuenca Cerro Norte NoBajo; ;124108;113240;106,8675767
3413;2;1;34130201;1;1;7,3;7,45;15;10;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo; ;113240;121146;218,6353229
3413;2;2;34130202;1;1;17;17,2;20;10;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo; ;121146;113240;218,6353229
3413;2;3;34130203;1;6;17,3;17,35;5;10;1;3;23;B+;Zona III - Cuenca Cerro Norte Bajo; ;113240;113240;218,6353229
3413;2;4;34130204;6;1;17,55;18;5;10;1;3;23;B+;Zona III - Cuenca Cerro Norte Bajo; ;113240;113240;218,6353229
3413;4;1;34130401;1;5;7,55;8;5;0;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo;1;113240;113140;218,6353229
3413;4;2;34130402;5;1;11,45;11,5;5;0;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo;1;113140;113240;218,6353229
3414;1;1;34140101;1;1;7,15;7,45;30;8;1;1;54;A-;Zona III - Cuenca Cerro Norte NoBajo; ;113240;115105;99,76377511
3414;1;2;34140102;1;14;15,15;15,3;15;0;1;5;54;A-;Zona III - Cuenca Cerro Norte NoBajo;6;115105;115104;99,76377511
3414;1;3;34140103;14;6;16,3;16,35;5;0;1;5;54;A-;Zona III - Cuenca Cerro Norte NoBajo;2;115104;115104;99,76377511
3414;1;4;34140104;6;12;17,45;18,15;30;8;1;3;54;A-;Zona III - Cuenca Cerro Norte NoBajo; ;115104;113050;99,76377511
3414;1;5;34140105;12;1;18,45;18,55;10;8;1;3;54;A-;Zona III - Cuenca Cerro Norte NoBajo; ;113050;113240;99,76377511
3414;2;1;34140201;1;2;7,15;7,45;30;7;1;3;54;A-;Zona III - Cuenca Cerro Norte NoBajo; ;113240;115204;99,76377511
3414;2;2;34140202;2;1;15;17;120;7;1;1;54;A-;Zona III - Cuenca Cerro Norte NoBajo; ;115204;113240;99,76377511
3415;2;1;34150201;1;2;5,2;5,45;25;0;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo;6;113240;113031;186,627149
3415;2;2;34150202;2;1;13;13,15;15;0;1;1;23;B+;Zona III - Cuenca Cerro Norte Bajo;6;113031;113240;186,627149
3416;1;1;34160101;1;2;6,4;7;20;10;1;1;48;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;120015;93,13218404
3416;1;2;34160102;2;1;13,15;13,3;15;10;1;1;48;M+;Zona III - Cuenca Cerro Norte NoBajo; ;120015;113240;93,13218404
3416;1;3;34160103;1;2;15,3;15,5;20;10;1;1;48;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113240;113027;93,13218404
3416;1;4;34160104;2;5;20;20,45;45;10;1;2;48;M+;Zona III - Cuenca Cerro Norte NoBajo; ;113027;115104;93,13218404
3416;1;5;34160105;5;1;22;22,5;50;10;1;2;48;M+;Zona III - Cuenca Cerro Norte NoBajo; ;115104;113240;93,13218404
3417;1;1;34170101;1;11;8;8,05;5;8;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301008;112,7992846
3417;1;2;34170102;11;1;8,1;8,15;5;8;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301008;301203;112,7992846
3417;1;3;34170103;1;2;8,3;9;30;10;1;5;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301012;112,7992846
3417;1;4;34170104;2;1;18,3;19;30;10;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301012;301203;112,7992846
3417;1;5;34170105;1;6;20;20,05;5;0;1;1;45;M+;Canelones Capital, Santa Lucía y Otras;1;301203;301005;112,7992846
3417;1;6;34170106;6;1;20,15;20,2;5;0;1;1;45;M+;Canelones Capital, Santa Lucía y Otras;1;301005;301203;112,7992846
3417;2;1;34170201;1;11;8;8,05;5;7;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301008;112,7992846
3417;2;2;34170202;11;1;8,1;8,15;5;7;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301008;301203;112,7992846
3417;2;3;34170203;1;2;9,2;9,3;10;8;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301302;112,7992846
3417;2;4;34170204;2;1;15,5;16;10;8;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301302;301203;112,7992846
3417;2;5;34170205;1;11;17;17,05;5;8;1;2;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301009;112,7992846
3417;2;6;34170206;11;14;17;17,05;5;8;1;2;45;M+;Canelones Capital, Santa Lucía y Otras; ;301009;301009;112,7992846
3417;2;7;34170207;14;1;18;18,05;5;7;1;2;45;M+;Canelones Capital, Santa Lucía y Otras; ;301009;301203;112,7992846
3417;3;1;34170301;1;5;8;8,05;5;7;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301008;112,7992846
3417;3;2;34170302;5;1;12;12,05;5;0;1;1;45;M+;Canelones Capital, Santa Lucía y Otras;2;301008;301203;112,7992846
3417;3;3;34170303;1;15;17;17,05;5;7;1;2;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301009;112,7992846
3417;3;4;34170304;15;1;18;18,05;5;7;1;2;45;M+;Canelones Capital, Santa Lucía y Otras; ;301009;301203;112,7992846
3417;4;1;34170401;1;5;7,1;7,15;5;2;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301203;301114;112,7992846
3417;4;2;34170402;5;1;14,3;14,35;5;2;1;1;45;M+;Canelones Capital, Santa Lucía y Otras; ;301114;301203;112,7992846
3418;1;1;34180101;1;2;10;10,4;40;7;1;1;53;A-;Montevideo Medio; ;116007;123211;769,0207162
3418;1;2;34180102;2;12;18;18,45;45;7;1;3;53;A-;Montevideo Medio; ;123211;116008;769,0207162
3418;1;3;34180103;12;1;23;23,3;30;7;1;3;53;A-;Montevideo Medio; ;116008;116007;769,0207162
3418;2;1;34180201;1;12;9,3;9,4;10;8;1;3;53;A-;Montevideo Medio; ;116007;116008;769,0207162
3418;2;2;34180202;12;1;9,45;10;15;8;1;3;53;A-;Montevideo Medio; ;116008;116007;769,0207162
3418;2;3;34180203;1;2;10;10,4;40;8;1;1;53;A-;Montevideo Medio; ;116007;123211;769,0207162
