NFORM;C1;C2;C3;C4;C5;D1A;D1B;D1C;D1D;D1E;D1ECAN;D1F;D1FCAN;D1G;D1GCAN;D2AT;D2AP;D2BT;D2BP;D2CT;D2CP;D2DT;D2DP;D2ET;D2EP;D2FT;D2FP;D3;D4;D5;d5a;D7;D10;G2;G3A;G3B;G4A;G4B;G5A;G5B;G6A;G6B;G6C;G7A;G7N;G7B;G7O;G7C;G7P;G7D;G7Q;G7E;G7R;G7F;G7S;G7G;G7T;G7H;G7U;G7I;G7V;G7J;G7W;G7K;G7X;G7L;G7Y;G7M;G7Z;G8A_X;G8B_X;G9A_X;G9B_X;G10A_X;G10B_X;G10C_X;G11;G12A_X;G12B_X;INSE;INSE_RecF;EstratoGeografico;wcal0;codseghogar;codloc;codseg
1061;1;1;1;1;1;2;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;2;4;4;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99;99;4;3;25;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398;337329;3727;337329
1063;1;1;2;1;2;2;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;3;3;2;2;1;2;1; ;1; ;214;4;7;1; ;3; ;3; ;4; ;1; ;2; ;4; ;3; ;3; ;2; ;4; ;4; ;4; ;3;1;99;1;99;4;5;99;4;21;99;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132;337329;3727;337329
1064;1;1;2;1;1;2;1;1;2;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;5;1;1;2;2;109;L4;7;5;6;4;4;3;3;4;4;3;3;3;3;3;5;3;3;4;4;4;4;4;4;4;4;4;4;3;3;1;99;6;11;15;99; ;1;6;99;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992;337126;3525;337126
1065;1;2;2;1;1;1;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;2;1; ;1; ;L1;4;1;6; ;4; ;4; ;4; ;2; ;3; ;4; ;3; ;4; ;3; ;3; ;4; ;4; ;4;1;99;1;99;4;5;99;4;1;99;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;340,2009782;337126;3525;337126
1066;1;2;1;1;1;2;2;2;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;1;2;3; ;109; ;4;3;9;4; ;3; ;2; ;1; ;3; ;4; ;4; ;4; ;4; ;4; ;3; ;3; ;3; ;12;99;6;5;5;99; ;1;4;6;27;B+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;303,4951555;337426;3525;337426
1067;1;1;1;1;1;2;1;1;1;1;3;1;2;1;1;1;1;2;1;2;1;9;9; ; ; ; ;1;1;5;5;1;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;5;2;11;99;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513;337190;3732;337190
1068;1;1;1;1;1;1;2;2;1;2; ;1;1;1;1;1;1;2;1;9;9; ; ; ; ; ; ;1;1;2;2;1;2;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;11;9;4;2;9;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841;306005;3527;306005
1069;1;1;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;2;1; ;2; ;6A;1;9;5; ;1; ;4; ;2; ;1; ;3; ;4; ;4; ;4; ;3; ;3; ;4; ;4; ;4;7;99;7;99;1;5;1;4;1;99;26;B+;Toledo, Suarez y Otras;68,73552913;306010;3529;306010
1070;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1; ;2; ;6A;10;4;1; ;2; ;4; ;4; ;1; ;2; ;4; ;4; ;4; ;4; ;1; ;3; ;3; ;2;7;99;7;99;1;4;5;4;1;99;36;M-;Toledo, Suarez y Otras;56,96296001;306010;3529;306010
1071;1;2;2;1;1;2;2;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;2;1; ;3; ;6A;2;6;5; ;2; ;4; ;2; ;1; ;1; ;4; ;4; ;4; ;4; ;2; ;4; ;3; ;4;7;1;7;1;1;5;6;4;1;99;33;M-;Toledo, Suarez y Otras;76,95132084;306010;3529;306010
1072;1;1;1;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;1;1;4;2;1; ;2; ;6R6;1;3;5; ;3; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4;7; ;7; ;5;9; ;1;11; ;10;B-;Toledo, Suarez y Otras;107,0729167;306013;3529;306013
1073;1;1;2;1;1;2;1;1;1;1;1;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;1;2;1;2;1; ;1; ;6A;2;1;12; ;4; ;2; ;3; ;2; ;4; ;4; ;2; ;4; ;4; ;4; ;4; ;4; ;1;7;1;7;1;4;6;2;4;2;99;44;M+;Toledo, Suarez y Otras;71,8922515;306013;3529;306013
1074;1;1;2;1;1;2;2;2;1;1;1;1;2;2; ;2;1;2;1;9;9; ; ; ; ; ; ;2; ;2;2;1;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;14;99;4;17;99;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992;337426;3525;337426
1076;1;1;2;1;2;1;1;1;1;1;2;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;11;99;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977;337238;3831;337238
1077;1;1;1;1;2;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;2;1; ;2; ;7E8R;1;3;4; ;2; ;4; ;2; ;2; ;2; ;3; ;4; ;4; ;1; ;3; ;1; ;1; ;1;2;99;2;99;4;5;99;4;1; ;34;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;296,7074679;337243;3828;337243
1078;1;1;2;1;1;1;1;1;1;1;2;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;11;99;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;464,9730185;337238;3831;337238
1079;1;1;3;1;1;2;2;2;1;2; ;1;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ;1;99;2;2;1;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;6;4;1; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,517129;337184;3953;337184
1081;1;1;2;1;2;2;1;1;1;1;4;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;1;1;4;4;1;3;5;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;6;1;14;99;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;474,4332293;337240;3732;337240
1083;1;1;2;2;1;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;1;99;50;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;314,4797674;337238;3831;337238
1084;1;1;2;1;1;1;1;1;1;2; ;1;1;1;1;1;1;2;1;9;9; ; ; ; ; ; ;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;99;4;1;99;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977;337238;3831;337238
1085;1;1;1;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;1; ;14A;1;2;4; ;3; ;3; ;4; ;2; ;2; ;3; ;2; ;4; ;4; ;4; ;3; ;4; ;2;2;1;1;2;2;5; ;2;4;5;34;M-;Pando;151,1619612;316122;3900;316122
1086;1;1;2;1;1;1;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;6;4;1;99;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;390,8685507;337243;3828;337243
1087;1;1;2;1;1;2;2;2;1;2; ;2; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ;2; ;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;6;4;1;99;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,9288791;115205;1020;115205
1088;1;1;2;1;1;1;2;2;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;3;11; ;54;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;432,3605741;337483;3953;337483
1089;1;1;1;1;2;2;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;2;1;2;1; ;1; ;99999;2;3;1; ;2; ;3; ;3; ;2; ;3; ;3; ;2; ;3; ;2; ;4; ;4; ;3; ;2;2;99;2;99;4;5;6;4;1;99;43;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;391,3629644;337243;3828;337243
1090;1;1;2;1;1;2;1;1;1;2; ;1;2;2; ;2;1;2;1; ; ; ; ; ; ; ; ; ; ;4;4;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99; ;4;1;99;43;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;340,4667078;337243;3828;337243
1091;1;1;2;1;2;1;1;1;1;1;2;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;6;4;11; ;57;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;484,0395888;337483;3953;337483
1092;1;1;1;1;1;2;1;1;1;1;3;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;4;4;1;1;1;2;1; ;1; ;700;1;2;3; ;4; ;4; ;1; ;2; ;3; ;3; ;3; ;3; ;2; ;4; ;4; ;4; ;3;1;99;1;99;4;5;99;4;11;99;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;408,5003566;337243;3828;337243
1093;1;1;2;1;1;2;1;2;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;1;1;2;1; ;2; ;99999;1;4;6; ;3; ;3; ;4; ;1; ;1; ;4; ;1; ;3; ;1; ;1; ;3; ;4; ;1;1;99;1;99;1;4;6;4;1;99;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;296,3326336;337243;3828;337243
1094;1;1;2;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1; ; ; ; ; ; ;1;2;3;3;1;2;5;1;1;2;2;526;714;2;5;1;4;4;3;3;4;4;3;3;4;4;3;3;4;4;5;5;2;2;4;4;4;4;1;1;2;2;1;6;1;3;1;2;5;1;99; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;348,6959743;337243;3828;337243
1095;1;1;2;1;2;1;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;2; ;714;1;4;99; ;3; ;4; ;3; ;2; ;4; ;4; ;3; ;3; ;3; ;1; ;4; ;4; ;4;2;99;2;99;1;4;5;4;9; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;276,6345334;337243;3828;337243
1096;1;2;2;1;1;2;1;1;1;2; ;1;1;1;1;2;1;1;1;9;9; ; ; ; ; ; ;2; ;2;2;1;2;1;2;1; ;1; ;710;1;4;6; ;3; ;3; ;3; ;1; ;3; ;1; ;3; ;2; ;3; ;3; ;3; ;2; ;2;1;99;1;99;1;4;9;4;1;99;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;450,4407732;337190;3732;337190
1097;1;1;2;1;2;1;1;1;1;2; ;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;4;4;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;2;99;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;544,6671422;337340;3732;337340
1098;1;1;2;1;1;1;2;2;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;1;2;1; ;3; ;7E8R;4;1;8; ;2; ;5; ;2; ;2; ;3; ;3; ;3; ;3; ;3; ;2; ;4; ;4; ;2;1;6;1;6;1;4;5;4;1;99;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;434,0228387;337391;3732;337391
1099;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;6; ;4;9; ;65;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;269,7646972;337243;3828;337243
1100;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1; ; ; ; ; ; ; ; ;1;1;4;4;1;3;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5; ;4;1; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;356,2750086;337243;3828;337243
1101;1;1;2;1;2;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;1;2;1; ;191; ;6;2;5;4; ;4; ;3; ;3; ;3; ;3; ;2; ;3; ;3; ;3; ;3; ;4; ;3; ;6;5;6;5;9;99; ;4;5;1;53;A-;Montevideo Medio Alto;515,2530422;119106;1020;119106
1102;1;1;2;1;3;1;1;1;1;2; ;2; ;1;2;1;1;1;1;9;9; ; ; ; ; ; ;1;2;2;2;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;5;99;4;3;5;73;A+;Montevideo Medio;570,4976451;110110;1020;110110
1103;1;1;1;1;1;2;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1;2;2;1;2;2;1;2;2; ;121; ;7;3;1;2; ;2; ;3; ;2; ;2; ;3; ;2; ;1; ;3; ;4; ;3; ;3; ;2; ;12;99;12;99;10;99; ;4;10;11;46;M+;Zona I - Casavalle            NoBajo;76,98913997;117111;1020;117111
1104;2;1;2;1;1;1;2;2;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;2;2;1;1;4;1;2;2; ;330; ;1;2;5;4; ;4; ;3; ;2; ;2; ;3; ;3; ;4; ;3; ;4; ;4; ;3; ;2; ;12;99;12;99;1;4;99;4;1;99;45;M+;Zona I - Casavalle            NoBajo;85,66142176;117209;1020;117209
1105;1;1;2;1;1;2;1;1;1;1;1;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;4;4;1;2;4;1;1;2;3;175;7A;1;8;11;4;4;4;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;8;4;8;1;7;99;3;4;6;30;M-;Zona I - Casavalle            NoBajo;80,87943055;117211;1020;117211
1106;2;1;1;1;1;2;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;2;1;4;1;2;2; ;192; ;3;8;1;4; ;4; ;4; ;2; ;3; ;3; ;2; ;4; ;4; ;4; ;4; ;3; ;4; ;12;99;11;99;2;4;6;4;1;3;49;M+;Zona I - Casavalle            NoBajo;87,62107236;117209;1020;117209
1107;3;2;2;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;1;3;100;D8;1;5;8;2;4;2;3;4;3;2;2;2;2;2;4;4;4;4;4;2;3;3;4;4;4;2;4;3;4;12;99;5;6;1;4;99;4;10;11;45;M+;Zona II - Cuenca Noreste      Bajo;226,3666494;111060;1020;111060
1108;1;1;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;3;4;1;2;2; ;103; ;8;4;2;4; ;4; ;4; ;2; ;3; ;4; ;3; ;4; ;2; ;4; ;4; ;4; ;4; ;12;99;11;99;5;4;3;4;1;25;29;B+;Montevideo Medio Bajo;570,6641003;199056;1020;199056
1109;1;1;2;1;2;1;1;1;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;2;3;3;1;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;10;53;A-;Zona II - Cuenca Noreste      NoBajo;110,5413253;111059;1020;111059
1110;1;2;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;4;1;2;2; ;175; ;1;8;10;4; ;4; ;4; ;4; ;4; ;5; ;5; ;3; ;4; ;3; ;4; ;4; ;4; ;12;99;11;99;1;4;99;4;1;25;37;M;Zona I - Casavalle            NoBajo;71,78064968;117010;1020;117010
1111;1;1;1;1;1;2;1;2;1;2; ;2; ;1;1;1;1; ; ; ; ; ; ; ; ; ; ;2; ;3;3;1;1;1;1;2;1; ;306; ;4;2;9;4; ;2; ;5; ;2; ;3; ;3; ;4; ;3; ;2; ;4; ;2; ;4; ;2; ;4;9;4;4;1;5;99;4;1;99;24;B+;Zona I - Casavalle            NoBajo;86,79007659;111008;1020;111008
1112;1;1;2;1;1;1;1;1;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;4;1;2;3; ;505; ;4;5;8;3; ;2; ;3; ;1; ;1; ;1; ;1; ;1; ;3; ;4; ;4; ;2; ;4; ;12;99;12;99;5;99; ;4;1;99;38;M;Zona I - Casavalle            NoBajo;70,57337831;117211;1020;117211
1113;2;1;2;1;1;1;1;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;1;2;1; ;192; ;1;2;4;4; ;3; ;2; ;2; ;3; ;3; ;4; ;3; ;3; ;4; ;4; ;3; ;4; ;4;8;4;8;1;4;5;4;1;10;39;M;Zona I - Casavalle            NoBajo;115,5739115;117209;1020;117209
1114;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1; ; ; ; ; ; ; ; ;1;1;3;3;1;2;1;1;2;2; ;505; ;1;4;8;4; ;3; ;4; ;2; ;2; ;3; ;3; ;3; ;3; ;4; ;4; ;3; ;4; ;12;99;12;99;1;5;99;3;9;10;32;M-;Zona I - Casavalle            NoBajo;83,04401918;111008;1020;111008
1115;1;1;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;7;1;2;1;1;2;1; ;L4; ;1;3;8;1; ;2; ;1; ;3; ;2; ;4; ;4; ;5; ;1; ;2; ;2; ;4; ;3; ;13;4;12;5;1;3;7;4;10;3;16;B-;Zona III - Cuenca Cerro Norte Bajo;187,9545455;113033;1020;113033
1116;1;1;1;1;1;2;2;2;1;1;2;1;1;1;1;1;1;2;1;9;9; ; ; ; ; ; ;1;1;4;4;1;2;1;1;2;1; ;L4; ;9;1;4;4; ;3; ;3; ;2; ;3; ;3; ;3; ;3; ;4; ;4; ;2; ;4; ;4; ;13;4;11;99;3;5;7;4;1;99;26;B+;Zona III - Cuenca Cerro Norte Bajo;156,9456162;113235;1020;113235
1117;1;1;2;1;2;2;1;2;2;1;2;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;1;2;1; ;L4; ;1;2;4;3; ;4; ;4; ;2; ;3; ;3; ;3; ;4; ;4; ;4; ;4; ;3; ;2; ;4;13;4;12;1;2;7;1;4;6;40;M;Zona III - Cuenca Cerro Norte Bajo;131,0359014;113235;1020;113235
1118;1;1;2;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;1;1;1;1;3;L4;99999;1;6;12;1;5;1;5;1;5;1;2;2;5;3;4;3;4;4;4;2;4;4;4;4;4;2;4;1;3;9;5;11;99;1;7;12;4;1;25;21;B-;Zona III - Cuenca Cerro Norte Bajo;150,1714859;113235;1020;113235
1119;1;1;1;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;4;1;1;1;1;2;2; ;185; ;7;8;2;4; ;3; ;3; ;2; ;4; ;3; ;4; ;3; ;2; ;3; ;3; ;4; ;4; ;13;99;5;99;1;7;8;4;1;25;9;B-;Zona III - Cuenca Cerro Norte Bajo;157,1441383;113033;1020;113033
1120;1;1;1;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;2;3;3;1;3;1;1;1;1;3;L4;227;4;8;2;1;3;1;3;3;4;1;2;1;4;3;4;3;4;4;4;1;4;1;4;4;4;3;3;2;3;11;99;11;99;1;3;4;4;16;25;47;M+;Zona III - Cuenca Cerro Norte Bajo;134,1382634;113235;1020;113235
1121;1;1;1;1;1;2;2;2;1;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2;3; ;L4; ;8;3;5;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;14;99;11;99;11;99; ;4;12;1;38;M;Zona III - Cuenca Cerro Norte Bajo;103,7745505;113033;1020;113033
1122;1;1;1;1;1;2;1;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;1;1;1;2;2; ;L4; ;1;2;9;1; ;1; ;4; ;1; ;1; ;2; ;4; ;4; ;4; ;4; ;4; ;4; ;4; ;8;1;8;1;1;6;7;4;1;25;17;B-;Zona III - Cuenca Cerro Norte Bajo;146,8838662;113235;1020;113235
1123;1;1;1;1;1;2;2;2;1;2; ;1;1;2; ;2;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1;2;1; ;3; ;494;4;1;2; ;3; ;3; ;3; ;2; ;1; ;4; ;4; ;4; ;4; ;4; ;4; ;2; ;1;6;5;6;5;3;99; ;4;1;99;32;M-;Ciudad del Plata, Libertad;86,75923587;1606115;16521;1606115
1124;1;1;2;1;1;1;1;1;1;2; ;2; ;1;1;1;1;9;9; ; ; ; ; ; ; ; ;1;1;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;99; ;4;1;99;58;A-;Ciudad del Plata, Libertad;86,75923587;1606315;16521;1606315
1125;1;1;2;1;1;1;1;1;1;2; ;1;1;1;2;1;1;1;1;2;1;9;9; ; ; ; ;1;2;4;4;1;3;1;2;1; ;2; ;99999;1;4;99; ;1; ;3; ;2; ;3; ;3; ;3; ;4; ;4; ;3; ;3; ;3; ;3; ;2;6;5;6;5;99; ; ;4;1;99;42;M;Ciudad del Plata, Libertad;89,09467054;1606016;16521;1606016
1126;1;1;1;1;1;2;2;2;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1;2;1;2;1; ;1; ;99999;1;4;2; ;3; ;2; ;2; ;1; ;1; ;4; ;4; ;4; ;3; ;4; ;3; ;3; ;1;6;5;6;5;13;99; ;4;9;99;25;B+;Ciudad del Plata, Libertad;78,48581705;1606315;16521;1606315
1127;1;1;2;1;1;2;1;1;1;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;2;1; ;2; ;99999;1;3;8; ;4; ;4; ;3; ;2; ;1; ;4; ;4; ;4; ;1; ;4; ;4; ;2; ;2;6;7;6;7;4;5;8;1;4; ;51;A-;Ciudad del Plata, Libertad;78,87203261;1606315;16521;1606315
1128;1;1;1;1;1;2;2;2;1;1;3;1;2;2; ;2;1;2;1;9;9; ; ; ; ; ; ;1;2;5;5;1;2;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;99; ;4;1;99;23;B+;Ciudad del Plata, Libertad;113,7199859;1606315;16521;1606315
1129;1;2;2;1;1;2;2;2;2;1;1;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;5;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;99; ;1;4;99;31;M-;Ciudad del Plata, Libertad;71,80069821;1606315;16521;1606315
1130;1;1;2;1;1;2;2;2;2;2; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;99; ;4;9;1;27;B+;Ciudad del Plata, Libertad;70,10619318;1606315;16521;1606315
