NFORM;nnper;nvj;netp;IDPERVE;BL;EB0P1;EB0P2;EB1P1;EB1P2;EB1P3;EB1P4;EB1P5;EB1P6;EB1P7;EB2P1;EB6P1;EB3P1;EB4P1;EB4P2;EB4P3;EB5BP1L;EB5BP4;EB5P5;INSE;INSE_RecF;EstratoGeografico;wcal0;codsegparadasube;codsegparadabaja
2971;5;2;1;2971050201;13;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;28;B+;Toledo, Suarez y Otras;110,8802526; ; 
2972;1;1;1;2972010101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;169;10;3;55;A-;Montevideo Medio;570,4976451;122017;106101
2972;1;1;2;2972010102;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;582;10;3;55;A-;Montevideo Medio;570,4976451;106101;104203
2972;1;2;1;2972010201;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;169;10;1;55;A-;Montevideo Medio;570,4976451;101205;122017
2972;2;1;1;2972020101;11;1;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;55;A-;Montevideo Medio;570,4976451; ; 
2972;2;2;1;2972020201;11;1;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;55;A-;Montevideo Medio;570,4976451; ; 
2972;2;3;1;2972020301;11;0;1;6;1;3;1000;2; ;0; ; ; ; ; ; ; ; ; ;55;A-;Montevideo Medio;570,4976451; ; 
2974;1;1;1;2974010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;30;M-;Montevideo Medio;484,2140724; ; 
2974;1;2;1;2974010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;30;M-;Montevideo Medio;484,2140724; ; 
2975;2;1;1;2975020101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;40;M;Montevideo Medio;472,7865626; ; 
2975;2;2;1;2975020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;40;M;Montevideo Medio;472,7865626; ; 
2976;1;1;1;2976010101;51;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ;144;5;3;35;M-;Montevideo Medio;611,8936405;122118;110203
2976;1;1;2;2976010102;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;115;5;3;35;M-;Montevideo Medio;611,8936405;110203;199056
2976;1;2;1;2976010201;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;115;10;3;35;M-;Montevideo Medio;611,8936405;199056;110203
2976;1;2;2;2976010202;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;144;5;3;35;M-;Montevideo Medio;611,8936405;110203;122118
2976;3;1;1;2976030101;51;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ;144;5;8;35;M-;Montevideo Medio;611,8936405;122118;110203
2976;3;1;2;2976030102;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;174;5;8;35;M-;Montevideo Medio;611,8936405;110203;123109
2976;3;2;1;2976030201;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;185;5;8;35;M-;Montevideo Medio;611,8936405;123109;112018
2976;3;2;2;2976030202;2; ; ; ; ; ; ; ; ; ;10;4; ; ; ; ; ; ; ;35;M-;Montevideo Medio;611,8936405; ; 
2977;1;1;1;2977010101;2; ; ; ; ; ; ; ; ; ;7;5; ; ; ; ; ; ; ;47;M+;Montevideo Medio;507,0925243; ; 
2977;1;2;1;2977010201;2; ; ; ; ; ; ; ; ; ;7;7; ; ; ; ; ; ; ;47;M+;Montevideo Medio;507,0925243; ; 
2978;1;1;1;2978010101;11;0;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;1;2;1;2978010201;11;1;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;1;3;1;2978010301;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;1;4;1;2978010401;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;1;5;1;2978010501;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;1;6;1;2978010601;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;2;1;1;2978020101;12;0;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2978;2;2;1;2978020201;12;1;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;54;A-;Montevideo Medio;472,7865626; ; 
2979;1;1;1;2979010101;2; ; ; ; ; ; ; ; ; ;8;6; ; ; ; ; ; ; ;34;M-;Montevideo Medio;571,2192735; ; 
2979;1;2;1;2979010201;2; ; ; ; ; ; ; ; ; ;8;6; ; ; ; ; ; ; ;34;M-;Montevideo Medio;571,2192735; ; 
2979;2;1;1;2979020101;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;169;15;8;34;M-;Montevideo Medio;571,2192735;122118;108012
2979;2;2;1;2979020201;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;505;10;8;34;M-;Montevideo Medio;571,2192735;108006;115104
2979;2;3;1;2979020301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;34;M-;Montevideo Medio;571,2192735; ; 
2979;2;4;1;2979020401;51;0;3; ; ; ; ; ; ; ; ; ; ; ; ; ;199;5;8;34;M-;Montevideo Medio;571,2192735;115104;118111
2979;2;5;1;2979020501;2; ; ; ; ; ; ; ; ; ;6;3; ; ; ; ; ; ; ;34;M-;Montevideo Medio;571,2192735; ; 
2979;2;5;2;2979020502;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;17;15;8;34;M-;Montevideo Medio;571,2192735;118205;120007
2979;2;6;1;2979020601;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;77;15;8;34;M-;Montevideo Medio;571,2192735;120010;108006
2979;2;6;2;2979020602;51;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ;505;15;8;34;M-;Montevideo Medio;571,2192735;108006;115104
2979;2;7;1;2979020701;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;175;5;8;34;M-;Montevideo Medio;571,2192735;115104;122118
2979;2;8;1;2979020801;42;3;0; ; ; ; ; ; ; ; ; ; ;220;3;1; ; ; ;34;M-;Montevideo Medio;571,2192735; ; 
2980;1;1;1;2980010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;55;A-;Montevideo Medio;337,5423295; ; 
2980;1;1;2;2980010102;2; ; ; ; ; ; ; ; ; ;60;6; ; ; ; ; ; ; ;55;A-;Montevideo Medio;337,5423295; ; 
2980;1;2;1;2980010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;55;A-;Montevideo Medio;337,5423295; ; 
2980;1;3;1;2980010301;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;505;5;1;55;A-;Montevideo Medio;337,5423295;122118;106304
2980;1;3;2;2980010302;2; ; ; ; ; ; ; ; ; ;20;5; ; ; ; ; ; ; ;55;A-;Montevideo Medio;337,5423295; ; 
2980;1;4;1;2980010401;2; ; ; ; ; ; ; ; ; ;20;5; ; ; ; ; ; ; ;55;A-;Montevideo Medio;337,5423295; ; 
2980;1;4;2;2980010402;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;505;20;1;55;A-;Montevideo Medio;337,5423295;107203;122017
2980;2;1;1;2980020101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;306;5;6;55;A-;Montevideo Medio;337,5423295;122118;120117
2980;2;2;1;2980020201;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;306;15;6;55;A-;Montevideo Medio;337,5423295;120117;122017
2985;1;1;1;2985010101;13;0;1;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;40;M;Montevideo Medio Bajo;678,2382449; ; 
2985;1;2;1;2985010201;13;1;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;40;M;Montevideo Medio Bajo;678,2382449; ; 
2985;1;3;1;2985010301;13;0;0;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;40;M;Montevideo Medio Bajo;678,2382449; ; 
2985;1;4;1;2985010401;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;40;M;Montevideo Medio Bajo;678,2382449; ; 
2987;1;1;1;2987010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2987;1;2;1;2987010201;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2987;1;3;1;2987010301;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2987;1;4;1;2987010401;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2987;1;5;1;2987010501;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2987;1;6;1;2987010601;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;46;M+;Montevideo Medio;353,5510954; ; 
2989;2;1;1;2989020101;11; ; ;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;51;A-;Montevideo Medio Bajo;728,3721895; ; 
2989;2;2;1;2989020201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;51;A-;Montevideo Medio Bajo;728,3721895; ; 
2992;1;1;1;2992010101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;124;10;1;41;M;Montevideo Medio Bajo;1162,320833;113031;108008
2992;1;2;1;2992010201;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;124;10;1;41;M;Montevideo Medio Bajo;1162,320833;108008;101204
2992;1;2;2;2992010202;2; ; ; ; ; ; ; ; ; ;50;8; ; ; ; ; ; ; ;41;M;Montevideo Medio Bajo;1162,320833; ; 
2992;1;3;1;2992010301;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;76;5;1;41;M;Montevideo Medio Bajo;1162,320833;118208;113030
2992;1;3;2;2992010302;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;185;20;15;41;M;Montevideo Medio Bajo;1162,320833;113030;113031
2992;2;1;1;2992020101;2; ; ; ; ; ; ; ; ; ;15;8; ; ; ; ; ; ; ;41;M;Montevideo Medio Bajo;1162,320833; ; 
2992;2;2;1;2992020201;2; ; ; ; ; ; ; ; ; ;15;8; ; ; ; ; ; ; ;41;M;Montevideo Medio Bajo;1162,320833; ; 
2993;1;1;1;2993010101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;185;20;3;19;B-;Montevideo Medio Bajo;1335,430197;113025;120035
2993;1;1;2;2993010102;2; ; ; ; ; ; ; ; ; ;5;3; ; ; ; ; ; ; ;19;B-;Montevideo Medio Bajo;1335,430197; ; 
2993;1;1;3;2993010103;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;183;10;3;19;B-;Montevideo Medio Bajo;1335,430197;120036;118207
2993;2;1;1;2993020101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;19;B-;Montevideo Medio Bajo;1335,430197; ; 
2993;2;2;1;2993020201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;19;B-;Montevideo Medio Bajo;1335,430197; ; 
2993;4;1;1;2993040101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;137;5;10;19;B-;Montevideo Medio Bajo;1335,430197;113031;113240
2993;4;2;1;2993040201;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;137;2;10;19;B-;Montevideo Medio Bajo;1335,430197;113240;113031
2994;1;1;1;2994010101;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;185;0;3;36;M-;Montevideo Medio Bajo;1216,288863;113031;120015
2994;1;2;1;2994010201;51;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;137;15;3;36;M-;Montevideo Medio Bajo;1216,288863;120015;113031
2994;1;3;1;2994010301;2; ; ; ; ; ; ; ; ; ;24;9; ; ; ; ; ; ; ;36;M-;Montevideo Medio Bajo;1216,288863; ; 
2994;1;4;1;2994010401;2; ; ; ; ; ; ; ; ; ;24;9; ; ; ; ; ; ; ;36;M-;Montevideo Medio Bajo;1216,288863; ; 
2994;1;5;1;2994010501;51;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ;L7;0; ;36;M-;Montevideo Medio Bajo;1216,288863;113031;113029
2994;1;5;2;2994010502;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;306;10;3;36;M-;Montevideo Medio Bajo;1216,288863;113029;112001
2994;1;6;1;2994010601;42;0;0; ; ; ; ; ; ; ; ; ; ;270;2;0; ; ; ;36;M-;Montevideo Medio Bajo;1216,288863; ; 
2994;2;1;1;2994020101;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;185;999;10;36;M-;Montevideo Medio Bajo;1216,288863;113031;120015
2994;2;2;1;2994020201;51;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;185;999;10;36;M-;Montevideo Medio Bajo;1216,288863;120015;113031
2995;1;1;1;2995010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;92,67614028; ; 
2995;1;2;1;2995010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;92,67614028; ; 
2995;3;1;1;2995030101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;92,67614028; ; 
2995;3;2;1;2995030201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;92,67614028; ; 
2997;1;1;1;2997010101;11;1;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;1;2;1;2997010201;11;0;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;1;3;1;2997010301;11;0;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;1;4;1;2997010401;11;0;1;6;1;3;99999;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;1;1;2997020101;12;1;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;2;1;2997020201;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;3;1;2997020301;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;4;1;2997020401;11;0;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;5;1;2997020501;12;0;3;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;6;1;2997020601;12;3;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;7;1;2997020701;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;8;1;2997020801;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;2;9;1;2997020901;12;0;1;6;1;3;1300;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;3;1;1;2997030101;51;4;0; ; ; ; ; ; ; ; ; ; ; ; ; ;185;0;10;42;M;Montevideo Medio;1540,82803;112015;120039
2997;3;2;1;2997030201;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;186;10;10;42;M;Montevideo Medio;1540,82803;120039;112015
2997;4;1;1;2997040101;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;2;1;2997040201;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;3;1;2997040301;12;0;3;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;4;1;2997040401;12;3;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;5;1;2997040501;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;6;1;2997040601;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2997;4;7;1;2997040701;12;0;1;6;1;3;1300;2; ;2; ; ; ; ; ; ; ; ; ;42;M;Montevideo Medio;1540,82803; ; 
2999;1;1;1;2999010101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;137;10;1;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267;113532;120034
2999;1;1;2;2999010102;2; ; ; ; ; ; ; ; ; ;5;1; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;1;2;1;2999010201;2; ; ; ; ; ; ; ; ; ;5;1; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;1;2;2;2999010202;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;137;40;1;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267;120034;113532
2999;2;1;1;2999020101;2; ; ; ; ; ; ; ; ; ;5;3; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;2;2;1;2999020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;2;3;1;2999020301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;2;4;1;2999020401;2; ; ; ; ; ; ; ; ; ;7;3; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;5;1;1;2999050101;2; ; ; ; ; ; ; ; ; ;7;7; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
2999;5;2;1;2999050201;2; ; ; ; ; ; ; ; ; ;7;7; ; ; ; ; ; ; ;27;B+;Zona III - Cuenca Cerro Norte NoBajo;116,6568267; ; 
3000;2;1;1;3000020101;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;137;20;3;45;M+;Zona III - Cuenca Cerro Norte NoBajo;99,76377511;113532;120003
3000;2;2;1;3000020201;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;137;30;3;45;M+;Zona III - Cuenca Cerro Norte NoBajo;99,76377511;120003;113532
3001;1;1;1;3001010101;2; ; ; ; ; ; ; ; ; ;5;3; ; ; ; ; ; ; ;35;M-;Montevideo Medio Bajo;542,5289772; ; 
3001;1;2;1;3001010201;2; ; ; ; ; ; ; ; ; ;5;3; ; ; ; ; ; ; ;35;M-;Montevideo Medio Bajo;542,5289772; ; 
3002;1;1;1;3002010101;11;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727; ; 
3002;1;2;1;3002010201;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727; ; 
3002;2;1;1;3002020101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;700;25;1;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727;337030;118031
3002;2;2;1;3002020201;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;700;20;1;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727;118031;337030
3002;2;3;1;3002020301;13;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727; ; 
3002;2;4;1;3002020401;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;52;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;332,3407727; ; 
3003;1;1;1;3003010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;1;2;1;3003010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;1;1;3003030101;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;2;1;3003030201;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;3;1;3003030301;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;4;1;3003030401;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;5;1;3003030501;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;6;1;3003030601;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;7;1;3003030701;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;8;1;3003030801;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;9;1;3003030901;11;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;10;1;3003031001;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;11;1;3003031101;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;12;1;3003031201;11;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;3;13;1;3003031301;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;4;1;1;3003040101;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3003;4;2;1;3003040201;12;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;428,0185494; ; 
3004;1;1;1;3004010101;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;2;1;3004010201;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;3;1;3004010301;11;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;4;1;3004010401;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;5;1;3004010501;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;6;1;3004010601;11;0;0;5;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;7;1;3004010701;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;8;1;3004010801;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;9;1;3004010901;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;10;1;3004011001;11;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;11;1;3004011101;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;12;1;3004011201;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;1;13;1;3004011301;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;2;1;1;3004020101;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;7E7R;10;1;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623;337232;337136
3004;2;2;1;3004020201;12;0;0;1;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
3004;2;3;1;3004020301;12;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;372,0646623; ; 
