NFORM;nnper;nvj;netp;IDPERVE;BL;EB0P1;EB0P2;EB1P1;EB1P2;EB1P3;EB1P4;EB1P5;EB1P6;EB1P7;EB2P1;EB6P1;EB3P1;EB4P1;EB4P2;EB4P3;EB5BP1L;EB5BP4;EB5P5;INSE;INSE_RecF;EstratoGeografico;wcal0;codsegparadasube;codsegparadabaja
1555;1;4;1;1555010401;2; ; ; ; ; ; ; ; ; ;16;1; ; ; ; ; ; ; ;43;M;Montevideo Medio Alto;826,2316183; ; 
1555;2;1;1;1555020101;51;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ;330;15;8;43;M;Montevideo Medio Alto;826,2316183;101205;117020
1555;2;2;1;1555020201;51;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ;330;10;8;43;M;Montevideo Medio Alto;826,2316183;117020;101105
1555;3;1;1;1555030101;51;3;0; ; ; ; ; ; ; ; ; ; ; ; ; ;116;10;1;43;M;Montevideo Medio Alto;826,2316183;105101;115211
1555;3;1;2;1555030102;2; ; ; ; ; ; ; ; ; ;5;9; ; ; ; ; ; ; ;43;M;Montevideo Medio Alto;826,2316183; ; 
1555;3;2;1;1555030201;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;117;10;1;43;M;Montevideo Medio Alto;826,2316183;115013;104203
1555;4;1;1;1555040101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;125;5;8;43;M;Montevideo Medio Alto;826,2316183;101204;114006
1555;4;2;1;1555040201;51;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;125;5;8;43;M;Montevideo Medio Alto;826,2316183;114006;101204
1555;4;3;1;1555040301;2; ; ; ; ; ; ; ; ; ;16;1; ; ; ; ; ; ; ;43;M;Montevideo Medio Alto;826,2316183; ; 
1555;4;4;1;1555040401;2; ; ; ; ; ; ; ; ; ;16;1; ; ; ; ; ; ; ;43;M;Montevideo Medio Alto;826,2316183; ; 
1555;5;1;1;1555050101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;180;15;8;43;M;Montevideo Medio Alto;826,2316183;101105;122225
1555;5;2;1;1555050201;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;180;10;8;43;M;Montevideo Medio Alto;826,2316183;122225;101105
1557;1;1;1;1557010101;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;32;M-;Montevideo Medio Alto;526,4672509; ; 
1557;1;2;1;1557010201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;32;M-;Montevideo Medio Alto;526,4672509; ; 
1558;1;1;1;1558010101;11;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;69;A+;Montevideo Alto;701,5276566; ; 
1558;1;2;1;1558010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;69;A+;Montevideo Alto;701,5276566; ; 
1558;3;1;1;1558030101;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;60;5;1;69;A+;Montevideo Alto;701,5276566;110045;124107
1558;3;2;1;1558030201;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;60;5;1;69;A+;Montevideo Alto;701,5276566;124107;110045
1559;1;1;1;1559010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;457,1899429; ; 
1559;1;2;1;1559010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;457,1899429; ; 
1559;1;3;1;1559010301;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;457,1899429; ; 
1559;1;4;1;1559010401;11;0;0;5;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;457,1899429; ; 
1564;1;1;1;1564010101;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;1;2;1;1564010201;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;1;3;1;1564010301;3; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;1;4;1;1564010401;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;2;1;1;1564020101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;2;2;1;1564020201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;2;3;1;1564020301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;2;4;1;1564020401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;3;1;1;1564030101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;3;2;1;1564030201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;4;1;1;1564040101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1564;4;2;1;1564040201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;22;B+;Zona I - Casavalle            NoBajo;162,6356665; ; 
1565;1;1;1;1565010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;1;2;1;1565010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;1;3;1;1565010301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;1;4;1;1565010401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;1;5;1;1565010501;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;1;6;1;1565010601;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;2;1;1;1565020101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;2;2;1;1565020201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;2;3;1;1565020301;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;2;4;1;1565020401;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;3;1;1;1565030101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1565;3;2;1;1565030201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;28;B+;Zona II - Cuenca Noreste      Bajo;303,9170931; ; 
1567;1;1;1;1567010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;1;2;1;1567010201;11;0;3;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;1;3;1;1567010301;11;3;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;1;4;1;1567010401;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;2;1;1;1567020101;42;0;0; ; ; ; ; ; ; ; ; ; ;140;2;1; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;2;2;1;1567020201;42;0;0; ; ; ; ; ; ; ; ; ; ;140;2;1; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;3;1;1;1567030101;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;145;999;1;61;A+;Montevideo Medio Alto;559,0825962;110224;124107
1567;3;2;1;1567030201;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;145;999;1;61;A+;Montevideo Medio Alto;559,0825962;124107;124119
1567;4;1;1;1567040101;42;0;0; ; ; ; ; ; ; ; ; ; ;140;1;1; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1567;4;2;1;1567040201;42;0;0; ; ; ; ; ; ; ; ; ; ;140;1;1; ; ; ;61;A+;Montevideo Medio Alto;559,0825962; ; 
1570;1;1;1;1570010101;11;0;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1570;1;2;1;1570010201;11;0;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1570;1;3;1;1570010301;11;1;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1570;1;4;1;1570010401;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1570;2;1;1;1570020101;11;0;2;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1570;2;2;1;1570020201;11;2;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;67;A+;Montevideo Medio Alto;543,6100128; ; 
1571;1;1;1;1571010101;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;21;2;1;62;A+;Montevideo Medio Alto;675,2825106;110129;101105
1571;1;1;2;1571010102;2; ; ; ; ; ; ; ; ; ;8;8; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;675,2825106; ; 
1571;1;2;1;1571010201;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;21;5;1;62;A+;Montevideo Medio Alto;675,2825106;105101;110129
1571;2;1;1;1571020101;11;4;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;675,2825106; ; 
1571;2;2;1;1571020201;11;1;4;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;675,2825106; ; 
1571;2;3;1;1571020301;11;1;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;675,2825106; ; 
1571;2;4;1;1571020401;11;1;4;5;1;3;2000;2; ;0; ; ; ; ; ; ; ; ; ;62;A+;Montevideo Medio Alto;675,2825106; ; 
1572;1;1;1;1572010101;11;1;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;500,1150634; ; 
1572;1;2;1;1572010201;11;1;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;61;A+;Montevideo Medio Alto;500,1150634; ; 
1575;3;1;1;1575030101;51;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;21;20;1;42;M;Montevideo Medio;461,1107743;110438;105101
1575;3;2;1;1575030201;51;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ;21;20;1;42;M;Montevideo Medio;461,1107743;105101;110438
1575;3;3;1;1575030301;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;21;20;1;42;M;Montevideo Medio;461,1107743;110438;110226
1575;3;4;1;1575030401;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;21;20;1;42;M;Montevideo Medio;461,1107743;110226;110438
1578;1;1;1;1578010101;11;1;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Medio Alto;521,5283571; ; 
1578;1;2;1;1578010201;11;0;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Medio Alto;521,5283571; ; 
1579;2;1;1;1579020101;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;G;15;1;45;M+;Montevideo Medio;481,893953;110438;114222
1579;2;2;1;1579020201;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;G;15;1;45;M+;Montevideo Medio;481,893953;114222;110438
1580;1;1;1;1580010101;13;0;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Medio Alto;500,1150634; ; 
1580;1;2;1;1580010201;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Medio Alto;500,1150634; ; 
1581;1;1;1;1581010101;12;1;0;2;2; ; ;2; ;3; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;1;2;1;1581010201;12;1;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;1;3;1;1581010301;12;1;1;6;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;1;4;1;1581010401;12;1;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;1;1;1581020101;11;1;0;2;2; ; ;2; ;3; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;2;1;1581020201;11;1;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;3;1;1581020301;11;1;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;4;1;1581020401;11;1;0;1;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;5;1;1581020501;11;0;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;2;6;1;1581020601;11;1;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;3;1;1;1581030101;12;1;0;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;3;2;1;1581030201;53;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;4;1;1;1581040101;12;1;0;2;2; ; ;2; ;3; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1581;4;2;1;1581040201;53;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;M+;Montevideo Medio Alto;701,9700843; ; 
1582;1;1;1;1582010101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;121;5;1;52;A-;Montevideo Alto;428,2407003;118213;118228
1582;1;2;1;1582010201;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;121;5;1;52;A-;Montevideo Alto;428,2407003;118228;118213
1582;2;1;1;1582020101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;121;5;1;52;A-;Montevideo Alto;428,2407003;118213;118228
1582;2;2;1;1582020201;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;121;5;1;52;A-;Montevideo Alto;428,2407003;118228;118213
1583;1;1;1;1583010101;11;0;3;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;1;2;1;1583010201;11;3;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;1;3;1;1583010301;11;0;4;4;1;3;2000;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;1;4;1;1583010401;11;3;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;1;1;1583020101;11;3;3;4;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;2;1;1583020201;11;3;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;3;1;1583020301;11;0;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;4;1;1583020401;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;5;1;1583020501;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;2;6;1;1583020601;11;0;3;4;1;3;3000;2; ;1; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;3;1;1;1583030101;12;0;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1583;3;2;1;1583030201;12;0;3;4;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;73;A+;Montevideo Alto;578,5107993; ; 
1584;1;1;1;1584010101;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;151;10;11;41;M;Montevideo Medio;487,5770009;110222;123003
1584;1;2;1;1584010201;51;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;64;7;11;41;M;Montevideo Medio;487,5770009;118128;110126
1585;1;1;1;1585010101;11;1;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;51;A-;Montevideo Medio Alto;615,517114; ; 
1585;1;2;1;1585010201;11;1;1;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;51;A-;Montevideo Medio Alto;615,517114; ; 
1585;2;1;1;1585020101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;64;5;3;51;A-;Montevideo Medio Alto;615,517114;110226;110015
1585;2;1;2;1585020102;51;0;1; ; ; ; ; ; ; ; ; ; ; ; ; ;181;3;3;51;A-;Montevideo Medio Alto;615,517114;110015;118207
1585;2;2;1;1585020201;51;1;0; ; ; ; ; ; ; ; ; ; ; ; ; ;181;10;3;51;A-;Montevideo Medio Alto;615,517114;118207;110015
1585;2;2;2;1585020202;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;64;10;3;51;A-;Montevideo Medio Alto;615,517114;110015;110015
1585;3;1;1;1585030101;51;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;64;5;10;51;A-;Montevideo Medio Alto;615,517114;110226;110040
1585;3;2;1;1585030201;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;64;5;10;51;A-;Montevideo Medio Alto;615,517114;110040;110226
1587;1;1;1;1587010101;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;1;2;1;1587010201;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;1;3;1;1587010301;51;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ;156;15;6;37;M;Zona I - Casavalle            NoBajo;80,32158688;117111;101204
1587;1;4;1;1587010401;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;1;5;1;1587010501;51;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;156;5;6;37;M;Zona I - Casavalle            NoBajo;80,32158688;101104;117111
1587;2;1;1;1587020101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;2;2;1;1587020201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;3;1;1;1587030101;13;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1587;3;2;1;1587030201;51;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;192;10;1;37;M;Zona I - Casavalle            NoBajo;80,32158688;111008;124126
1587;3;3;1;1587030301;42;2;0; ; ; ; ; ; ; ; ; ; ;220;2;1; ; ; ;37;M;Zona I - Casavalle            NoBajo;80,32158688; ; 
1588;1;1;1;1588010101;2; ; ; ; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;1;2;1;1588010201;51;2;0; ; ; ; ; ; ; ; ; ; ; ; ; ;103;5;15;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188;199099;199110
1588;1;2;2;1588010202;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;7;5;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188;111097;110069
1588;1;2;3;1588010203;2; ; ; ; ; ; ; ; ; ;10;1; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;1;3;1;1588010301;12;1;1;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;1;4;1;1588010401;51;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;DM1;10;5;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188;337425;199110
1588;1;4;2;1588010402;51;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ;103;10;15;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188;199110;199099
1588;1;5;1;1588010501;2; ; ; ; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;2;1;1;1588020101;2; ; ; ; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;2;2;1;1588020201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1588;2;3;1;1588020301;2; ; ; ; ; ; ; ; ; ;10;9; ; ; ; ; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;103,1933188; ; 
1589;1;1;1;1589010101;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;46;M+;Zona I - Casavalle            NoBajo;103,2345367; ; 
1589;1;2;1;1589010201;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;46;M+;Zona I - Casavalle            NoBajo;103,2345367; ; 
1589;2;1;1;1589020101;51;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ;192;15;1;46;M+;Zona I - Casavalle            NoBajo;103,2345367;111106;118208
1589;2;2;1;1589020201;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;192;20;1;46;M+;Zona I - Casavalle            NoBajo;103,2345367;118208;111106
1590;2;1;1;1590020101;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1590;2;2;1;1590020201;2; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1590;2;3;1;1590020301;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1590;2;4;1;1590020401;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1590;2;5;1;1590020501;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1590;2;6;1;1590020601;2; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;35;M-;Zona I - Casavalle            NoBajo;69,9980765; ; 
1591;1;1;1;1591010101;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1591;1;2;1;1591010201;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1591;2;1;1;1591020101;51;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ;62;5;1;66;A+;Montevideo Alto;879,2865579;118115;105101
1591;2;2;1;1591020201;2; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1591;2;3;1;1591020301;2; ; ; ; ; ; ; ; ; ;6;7; ; ; ; ; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1591;2;4;1;1591020401;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1591;2;5;1;1591020501;42;3;0; ; ; ; ; ; ; ; ; ; ;145;2;0; ; ; ;66;A+;Montevideo Alto;879,2865579; ; 
1594;1;1;1;1594010101;51;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ;116;5;1;53;A-;Montevideo Alto;87,69012261;124111;101104
1594;1;2;1;1594010201;51;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;62;10;1;53;A-;Montevideo Alto;87,69012261;101105;118115
1594;2;1;1;1594020101;42;0;0; ; ; ; ; ; ; ; ; ; ;170;2;0; ; ; ;53;A-;Montevideo Alto;87,69012261; ; 
1594;2;2;1;1594020201;12;0;0;2;2; ; ;2; ;3; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Alto;87,69012261; ; 
1594;2;3;1;1594020301;51;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;71;15;1;53;A-;Montevideo Alto;87,69012261;124111;118321
1594;2;4;1;1594020401;12;0;0;2;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ;53;A-;Montevideo Alto;87,69012261; ; 
1595;1;1;1;1595010101;51;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ;116;5;13;56;A-;Montevideo Medio Alto;508,5213044;118319;101104
1595;1;2;1;1595010201;51;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ;111;5;13;56;A-;Montevideo Medio Alto;508,5213044;101105;123212
1595;1;3;1;1595010301;51;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ;181;10;13;56;A-;Montevideo Medio Alto;508,5213044;110213;118218
1597;1;1;1;1597010101;11;0;0;2;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;62;A+;Sauce, San Jacinto, Tala,  Santoral  y Otras;74,16708094; ; 
1597;1;2;1;1597010201;11;0;0;5;2; ; ;2; ;0; ; ; ; ; ; ; ; ; ;62;A+;Sauce, San Jacinto, Tala,  Santoral  y Otras;74,16708094; ; 
