NFORM;nnper;IDPER;SEXO;EDAD;PARENTESCO;E3;E4;E4A;E5;E6;E7;E7OB;E8;E9;E10;E11;E12;E14;E15;E16;E17;E19;E20;E200B;Form_Op_Hab;codsegtrabprinc;codsegpresentrab;codsegcomenzodia;INSE;INSE_RecF;EstratoGeografico;wcal0
1028;4;102804;2;16;3;1;4;2;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;43;M;Montevideo Bajo;538,1559885
1028;5;102805;1;2;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;43;M;Montevideo Bajo;538,1559885
1029;1;102901;1;20;1;2;3; ;1;2;2; ;2;1;1; ; ; ;3; ;1;1; ; ;0; ; ; ;19;B-;Montevideo Bajo;467,8040856
1029;2;102902;2;18;2;2;3; ;1;2;3; ;1; ; ;6;2; ;3; ;1;1; ; ;1;113152; ; ;19;B-;Montevideo Bajo;467,8040856
1029;3;102903;1;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;19;B-;Montevideo Bajo;467,8040856
1030;1;103001;1;50;1;2;2; ;2;2;2; ;2;1;7; ; ; ;1;2;1;1; ; ;1; ; ; ;32;M-;Montevideo Bajo;389,5893968
1031;1;103101;2;56;1;2;3; ;3;2;3; ;1; ; ;36;2; ;1;5;1;1; ; ;1;116005; ; ;32;M-;Zona III - Cuenca Cerro Norte Bajo;199,8257884
1031;2;103102;2;11;4;1;2; ;5;2;3; ; ; ; ; ; ; ; ; ;1;2;3; ;0; ; ; ;32;M-;Zona III - Cuenca Cerro Norte Bajo;199,8257884
1032;1;103201;1;53;1;2;2; ;3;2;3; ;2;2; ;44;5;2;3; ;1;1; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;2;103202;2;49;2;2;2; ;3;2;3; ;1; ; ;10;1; ;3; ;1;1; ; ;1; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;3;103203;2;28;3;2;2; ;2;2;2; ;2;1;6; ; ; ;3; ;1;2;1; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;4;103204;1;23;3;2;4;3;1;2;3; ;2;1;6; ; ; ;3; ;1;2;10; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;5;103205;2;22;3;2;3; ;1;2;2; ;2;1;3; ; ; ;3; ;1;1; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;6;103206;1;19;3;2;3; ;2;2;2; ;2;1;1; ; ; ;3; ;1;1; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;7;103207;1;13;3;1;3; ;1;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;8;103208;2;21;6;2;3; ;1;2;3; ;2;1;6; ; ; ;3; ;1;1; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1032;9;103209;1;2;11;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;23;B+;Montevideo Bajo;627,1948052
1033;1;103301;2;71;1;2;3; ;2;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;49;M+;Montevideo Medio;484,8265598
1034;1;103401;2;48;1;2;2; ;6;1;2; ;1; ; ;7;2; ;3; ;1;2;2; ;1;117213; ; ;28;B+;Montevideo Bajo;390,0821925
1035;1;103501;1;24;1;2;3; ;4;2;3; ;1; ; ;45;2; ;3; ;1;1; ; ;1;101205; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354
1035;2;103502;2;35;2;2;3; ;1;2;3; ;1; ; ;45;2; ;1; ;1;1; ; ;0;101205; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354
1035;3;103503;2;16;5;1;3; ;3;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354
1035;4;103504;1;7;5;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;29;B+;Zona III - Cuenca Cerro Norte NoBajo;119,7925354
1036;1;103601;1;60;1;2;2; ;5;2;2; ;2;1;1; ; ; ;3;1;1;2;10; ;1; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657
1036;2;103602;1;26;4;2;2; ;4;2;2; ;1; ; ;60;1; ;3;5;1;1; ; ;0; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657
1036;3;103603;2;19;4;2;2; ;3;1;3; ;1; ; ;48;2; ;3;1;1;1; ; ;0;118111; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657
1036;4;103604;2;12;4;1;2; ;5;2;2; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;11;B-;Zona III - Cuenca Cerro Norte Bajo;136,8806657
1037;1;103701;2;63;1;1;4;2;3;1;2; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;32;M-;Zona II - Cuenca Noreste      NoBajo;91,42437081
1038;1;103801;1;66;1;2;2; ;6;1;2; ;2;1;6; ; ; ;1;2;1;2;10; ;0; ; ; ;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022
1038;2;103802;2;68;2;2;4;2;2;2;2; ;2;1;3; ; ; ;3;1;1;2;10; ;0; ; ; ;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022
1038;3;103803;1;43;3;2;2; ;6;1;2; ;2;1;6; ; ; ;3;1;1;2;1; ;0; ; ; ;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022
1038;4;103804;1;36;3;2;2; ;6;1;3; ;1; ; ;6;5;2;3;1;1;2;10; ;1; ; ; ;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022
1038;5;103805;2;30;3;2;4;2;2;1;2; ;1; ; ;40;5;2;3;1;1;1; ; ;0; ; ; ;15;B-;Zona III - Cuenca Cerro Norte NoBajo;92,50383022
1039;1;103901;1;82;1;2;3; ;2;2;3; ;2;1;4; ; ; ;9; ;1;1; ; ;0; ; ; ;56;A-;Montevideo Medio Alto;558,7278729
1039;2;103902;1;42;4;2;6; ;2;1;3; ;1; ; ;30;3;2;2; ;1;1; ; ;1; ; ; ;56;A-;Montevideo Medio Alto;558,7278729
1040;1;104001;2;48;1;1;3; ;2;2;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333
1040;2;104002;1;21;4;2;2; ;5;2;2; ;2;1;4; ; ; ;9; ;1;2;1; ;0; ; ; ;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333
1040;3;104003;2;16;4;2;4;2;1;2;2; ;2;1;9; ; ; ; ; ;1;1; ; ;0; ; ; ;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333
1040;4;104004;1;0;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;10;B-;Zona II - Cuenca Noreste      NoBajo;129,1773333
1043;1;104301;1;21;1;2;3; ;3;2;3; ;1; ; ;54;2; ;3; ;1;1; ; ;0;121225; ; ;48;M+;Montevideo Medio;697,2748995
1043;2;104302;2;19;2;1;3; ;5;2;3; ;1; ; ;20;2; ;3; ;1;1; ; ;1;107206; ; ;48;M+;Montevideo Medio;697,2748995
1044;1;104401;2;79;1;2;3; ;1;2;3; ;2;1;4; ; ; ;3; ;1;2;10; ;0; ; ; ;30;M-;Montevideo Bajo;438,6951891
1044;2;104402;2;30;11;2;3; ;3;2;3; ;1; ; ;48;2; ;3; ;1;1; ; ;1;121020; ; ;30;M-;Montevideo Bajo;438,6951891
1044;3;104403;2;14;11;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;30;M-;Montevideo Bajo;438,6951891
1044;4;104404;2;8;11;1;2; ;2;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;30;M-;Montevideo Bajo;438,6951891
1045;1;104501;2;80;1;2;6; ;4;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;62;A+;Montevideo Medio Alto;522,2473522
1046;1;104601;2;41;1;2;7; ;3;1;1; ;1; ; ;40;1; ;1;2;1;2;10; ;1; ; ; ;53;A-;Zona III - Cuenca Cerro Norte Bajo;191,2008522
1046;2;104602;2;16;4;1;3; ;3;2;1; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;53;A-;Zona III - Cuenca Cerro Norte Bajo;191,2008522
1047;1;104701;1;83;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;2; ;0; ; ; ; ; ;Zona III - Cuenca Cerro Norte NoBajo;82,6768922
1047;2;104702;2;82;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;2; ;1; ; ; ; ; ;Zona III - Cuenca Cerro Norte NoBajo;82,6768922
1048;1;104801;2;80;1;2;3; ;5;2;3; ;2;1;4; ; ; ;3; ;1;1; ; ;1; ; ; ;47;M+;Montevideo Medio Bajo;603,6410271
1049;1;104901;1;75;1;2;2; ;6;1;2; ;2;1;4; ; ; ;2; ;1;2;10; ;0; ; ; ;22;B+;Zona III - Cuenca Cerro Norte NoBajo;75,16081109
1049;2;104902;2;68;2;2;2; ;2;2;2; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;22;B+;Zona III - Cuenca Cerro Norte NoBajo;75,16081109
1050;1;105001;1;65;7;2;6; ;4;2;3; ;1; ; ;9;3;2;1; ;1;2;10; ;1; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1050;2;105002;1;41;1;2;3; ;1;2;2; ;1; ; ;40;2; ;1; ;1;1; ; ;0;109033; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1050;3;105003;2;38;2;2;2; ;6;1;2; ;1; ; ;18;2; ;3; ;1;1; ; ;0;120024; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1050;4;105004;1;18;3;1;3; ;2;2;2; ;2;1;2; ; ; ;9; ;1;2;2; ;0; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1050;5;105005;2;12;3;1;3; ;9;2;2; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1050;6;105006;2;6;3;1;1; ;9;2;2; ; ; ; ; ; ; ; ; ;1;2;10; ;0; ; ; ;21;B-;Zona III - Cuenca Cerro Norte Bajo;164,3610816
1052;1;105201;1;60;1;2;3; ;6;2;3; ;1; ; ;20;5;2;1;5;1;1; ; ;0; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1052;2;105202;2;58;2;2;3; ;2;2;3; ;2;1;3; ; ; ;1;2;1;1; ; ;1; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1053;1;105301;1;61;1;2;3; ;3;1;2; ;2;1;4; ; ; ;1;5;1;1; ; ;0; ; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711
1053;2;105302;2;56;2;2;3; ;4;2;2; ;1; ; ;40;2; ;3;1;1;1; ; ;0;111106; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711
1053;3;105303;1;23;3;2;3; ;6;1;1; ;1; ; ;44;2; ;1;5;1;1; ; ;1;110149; ; ;47;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;361,3165711
1054;1;105401;1;17;1;2;4;2;1;2;3; ;2;1;4; ; ; ; ; ;1;1; ; ;1; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1054;2;105402;2;75;2;2;2; ;3;2;3; ;2;1;4; ; ; ;3; ;3;2;11;NO ESTABA EN MONTEVIDEO;0; ; ; ;49;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1055;1;105501;1;47;1;2;4;1;3;1;3; ;2;1;1; ; ; ;1;5;1;1; ; ;1; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909
1055;2;105502;2;46;2;2;6; ;5;1;3; ;1; ; ;50;2; ;1;5;1;1; ; ;0;118202; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909
1055;3;105503;1;17;3;1;3; ;5;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909
1055;4;105504;1;14;3;1;3; ;2;2;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909
1055;5;105505;2;11;3;1;2; ;4;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;46;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;498,0819909
1056;1;105601;2;61;2;2;4;2;2;1;3; ;2;1;4; ; ; ;1;5;1;1; ; ;0; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075
1056;2;105602;1;63;1;2;3; ;4;2;3; ;2;1;4; ; ; ;1;5;1;1; ; ;1; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;307,0580075
1058;1;105801;1;64;1;2;4;1;4;1;3; ;1; ; ;40;2; ;1;5;1;1; ; ;1;104001; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484
1058;2;105802;2;63;2;2;6; ;5;1;3; ;2;1;3; ; ; ;1;3;1;1; ; ;0; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484
1058;3;105803;1;21;3;2;3; ;6;1;3; ;2;1;1; ; ; ;1;3;1;1; ; ;0; ; ; ;53;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;328,9224484
1060;1;106001;2;24;4;2;3; ;4;2;3; ;2;2; ;5;5;2;3;1;1;2;10; ;1; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;346,5458515
1060;2;106002;2;54;1;2;4;2;3;1;2; ;1; ; ;20;1; ;1;5;1;2;2; ;0; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;346,5458515
1060;3;106003;2;1;11;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;346,5458515
1061;1;106101;1;47;1;2;3; ;6;1;4; ;1; ; ;40;3;2;1;4;1;1; ; ;0; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398
1061;2;106102;2;47;2;2;6; ;2;2;3; ;2;1;3; ; ; ;1;4;1;1; ; ;1; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398
1061;3;106103;2; ;3;1;3; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1; ; ;0; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398
1061;4;106104;2;7;3;1;2; ;1;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;41;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;387,9676398
1063;1;106301;2;47;2;2;6; ;5;1;3; ;1; ; ;30;2; ;1;4;1;1; ; ;0;111008; ; ;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132
1063;2;106302;1;53;1;2;6; ;3;2;3; ;1; ; ;40;2; ;1;3;1;1; ; ;1;110146; ; ;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132
1063;3;106303;1;9;3;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;59;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;345,6708132
1064;1;106401;1;44;1;2;3; ;5;2;1; ;1; ; ;40;2; ;3; ;1;1; ; ;1;337030; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992
1064;2;106402;1;18;4;1;4;2;1;2;1; ;2;1;2; ; ; ;3; ;1;1; ; ;0; ; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992
1065;1;106501;2;40;1;2;5; ;3;2;3; ;1; ; ;48;2; ;3; ;1;1; ; ;1;337030; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;340,2009782
1065;2;106502;1;12;4;1;3; ;9;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;45;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;340,2009782
1066;1;106601;1;52;1;2;2; ;6;1;2; ;2;1;1; ; ; ;3; ;1;1; ; ;1; ; ; ;27;B+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;303,4951555
1067;1;106701;1;30;1;2;3; ;6;1;1; ;1; ; ;48;2; ;1;3;1;1; ; ;0;337426; ; ;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513
1067;2;106702;2;32;2;1;5; ;1;2;1; ;1; ; ;30;2; ;1;3;1;1; ; ;1;337128; ; ;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513
1067;3;106703;2;11;5;1;2; ;5;2;1; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513
1067;4;106704;2;10;5;1;2; ;3;2;1; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513
1067;5;106705;2;7;5;1;2; ;1;2;1; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;37;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;521,8678513
1068;1;106801;1;65;1;2;2; ;4;2;3; ;1; ; ;40;3;2;1;5;1;1; ; ;0; ; ; ;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
1068;2;106802;2;62;2;2;2; ;6;1;3; ;2;1;4; ; ; ;3;3;1;1; ; ;1; ; ; ;47;M+;Sauce, San Jacinto, Tala,  Santoral  y Otras;69,244841
1069;1;106901;1;57;1;2;2; ;3;2;2; ;1; ; ;48;1; ;1; ;1;2;8; ;1; ; ; ;26;B+;Toledo, Suarez y Otras;68,73552913
1069;2;106902;2;53;2;2;3; ;3;2;2; ;2;1;6; ; ; ;3; ;1;1; ; ;0; ; ; ;26;B+;Toledo, Suarez y Otras;68,73552913
1070;1;107001;1;68;1;3; ; ; ; ;3; ;2;1;4; ; ; ;1; ;1;2;10; ;0; ; ; ;36;M-;Toledo, Suarez y Otras;56,96296001
1070;2;107002;2;66;2;2;2; ;6;1;2; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;36;M-;Toledo, Suarez y Otras;56,96296001
1071;1;107101;1;42;1;2;3; ;3;2;3; ;1; ; ;48;2; ;1; ;1;1; ; ;0;199007; ; ;33;M-;Toledo, Suarez y Otras;76,95132084
1071;2;107102;2;34;2;2;3; ;3;1;3; ;2;1;3; ; ; ;3; ;1;2;10; ;1; ; ; ;33;M-;Toledo, Suarez y Otras;76,95132084
1071;3;107103;1;2;3;1;1; ;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;33;M-;Toledo, Suarez y Otras;76,95132084
1072;1;107201;1;51;1;2;2; ;6;1;2; ;1; ; ;9;5;2;2; ;1;2;11;NO TUVO TRABAJO;0; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1072;2;107202;2;33;2;2;1; ;6;1;2; ;2;1;3; ; ; ;3; ;1;1; ; ;1; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1072;3;107203;1;4;3;1;1; ;3;2;2; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1072;4;107204;2;3;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1072;5;107205;2;1;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1072;6;107206;1;0;3;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;10;B-;Toledo, Suarez y Otras;107,0729167
1073;1;107301;1;63;1;2;2; ;6;1;3; ;1; ; ;48;3;1;1;2;1;1; ; ;0; ;306002; ;44;M+;Toledo, Suarez y Otras;71,8922515
1073;2;107302;2;42;2;1;3; ;5;1;3; ;2;1;2; ; ; ;3;1;1;1; ; ;1; ; ; ;44;M+;Toledo, Suarez y Otras;71,8922515
1073;3;107303;1;18;3;2;3; ;3;1;3; ;1; ; ;50;2; ;3;1;1;1; ; ;0;107203; ; ;44;M+;Toledo, Suarez y Otras;71,8922515
1073;4;107304;2;15;3;1;3; ;2;1;3; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;44;M+;Toledo, Suarez y Otras;71,8922515
1074;1;107401;1;53;1;2;2; ;6;1;2; ;1; ; ;30;2; ;3;5;1;1; ; ;1;337226; ; ;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992
1074;2;107402;1;24;4;2;2; ;6;1;3; ;2;2; ;20;5;2;1;5;1;1; ; ;0; ; ; ;35;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,1058992
1076;1;107601;1;62;1;2;4;1;4;1;3; ;1; ; ;60;2; ;1;5;1;1; ; ;1;101002; ; ;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1076;2;107602;2;58;2;2;5; ;4;1;3; ;1; ; ;40;2; ;3;2;1;1; ; ;0;317176; ; ;63;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1077;1;107701;2;65;1;2;3; ;2;2;2; ;2;1;3; ; ; ;3; ;1;2;8; ;1; ; ; ;34;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;296,7074679
1077;2;107702;2;26;4;2;6; ;4;1;3;MÉDICA NORTE;1; ; ;30;2; ;3; ;1;1; ; ;0;118119; ; ;34;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;296,7074679
1078;1;107801;1;46;1;2;3; ;3;2;3; ;2;1;1; ; ; ;1;5;1;1; ; ;1; ; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;464,9730185
1078;2;107802;2;37;2;2;2; ;6;1;3; ;1; ; ;48;2; ;3;2;1;1; ; ;0;337238; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;464,9730185
1078;3;107803;1;10;3;1;2; ;3;2;3; ; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;464,9730185
1078;4;107804;2;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ;42;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;464,9730185
1079;1;107901;2;59;1;2;3; ;4;2;3;MÉDICA URUGUAYA;1; ; ;32;2; ;3;5;1;1; ; ;1;337228; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,517129
1079;2;107902;1;23;4;2;4;3;2;2;2; ;2;1;7; ; ; ;3;9;1;2;1; ;0; ; ; ;31;M-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,517129
1081;1;108101;1;47;1;2;3; ;6;1;2; ;1; ; ;40;2; ;1;9;1;1; ; ;1;337240; ; ;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;474,4332293
1081;2;108102;2;47;2;2;3; ;6;1;2; ;1; ; ;25;2; ;3;9;1;1; ; ;0;337329; ; ;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;474,4332293
1081;3;108103;1;14;3;1;3; ;1;2;2; ;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;474,4332293
1081;4;108104;2;93;7;2;6; ;5;1;3; ;2;1;4; ; ; ;9;9;1;2;10; ;0; ; ; ;38;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;474,4332293
1083;1;108301;1;89;1;2;2; ;6;1;3; ;2;1;4; ; ; ;3; ;1;2;10; ;1; ; ; ;50;M+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;314,4797674
1084;1;108401;2;60;1;2;2; ;6;1;3; ;1; ; ;35;1; ;2;5;1;1; ; ;1; ; ; ;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1084;2;108402;1;27;4;2;6; ;5;1;3; ;1; ; ;35;1; ;1;1;1;1; ; ;0; ; ; ;60;A+;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;337,2987977
1085;1;108501;2;58;1;2;2; ;6;1;2; ;1; ; ;45;5;1;3; ;2;1; ; ;1; ;301007;327013;34;M-;Pando;151,1619612
1086;1;108601;1;47;1;2;6; ;5;1;3;COSEM;1; ; ;40;2; ;1;5;1;1; ; ;1;103003; ; ;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;390,8685507
1086;2;108602;2;44;2;2;3; ;4;2;3;GREMCA;1; ; ;40;2; ;3;3;1;1; ; ;0;101105; ; ;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;390,8685507
1086;3;108603;2;16;3;1;3; ;4;2;3;MÉDICA URUGUAYA;2;1;2; ; ; ; ; ;1;1; ; ;0; ; ; ;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;390,8685507
1086;4;108604;1;9;3;1;2; ;3;2;3;MÉDICA URUGUAYA; ; ; ; ; ; ; ; ;1;1; ; ;0; ; ; ;55;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;390,8685507
1087;1;108701;2;55;1;2;6; ;3;2;3;CASMU;1; ; ;40;2; ;3;3;6;1; ; ;1;118127; ;115205;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,9288791
1087;2;108702;2;22;4;1;6; ;2;2;3;CASMU;1; ; ;40;2; ;1;5;6;1; ; ;0;118224; ;115205;56;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;325,9288791
1088;1;108801;2;33;1;2;3; ;4;2;3;MÉDICA URUGUAYA;1; ; ;60;2; ;1;5;3;1; ; ;1;337486; ;337486;54;A-;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;432,3605741
1089;1;108901;2;52;1;2;2; ;6;1;3;MÉDICA URUGUAYA;1; ; ;26;5;2;3;2;1;1; ; ;1; ; ; ;43;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;391,3629644
1089;2;108902;1;26;4;2;3; ;6;1;3;MÉDICA URUGUAYA;1; ; ;40;2; ;1;5;2;1; ; ;0;337030; ;337030;43;M;Ciudad de la Costa, Paso Carrasco, Salinas Grandes y Otras;391,3629644
